DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,MECHANICAL_JOINT_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
6/3/2024,2023,20240425,57197,4341,"ELIZABETH, TOWN OF",PO Box 457,Elizabeth,Allen,LA,70638,PO BOX 457 230 POPLAR STREET,ELIZABETH,,LA,70638,Natural Gas,LA,Municipal Owned,,,,25.9,38.7,0,0,0,0,0,64.6,,,,1,298,0,0,0,0,0,299,0,0.8,0,25.1,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,4.8,0,0,0,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34.7,4.8,25.1,0,0,64.6,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,19,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,280,19,0,0,0,299,0,0,23.2,0,1,0,18.1,5.3,3.4,11.7,1.9,64.6,0,0,0,0,9,0,208,41,9,21,11,299,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,454,,Mandy Green,Mayor,(318) 634-5100,(318) 634-7881,mgreen@villageofelizabeth.com,INITIAL,2/28/2024,2/28/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240735,57834,4350,ELIZABETHTOWN GAS CO,520 GREEN LANE,UNION,,NJ,07083,520 GREEN LANE,UNION,,NJ,07083,Natural Gas,NJ,Privately Owned,0.6,3.2,26,959.4,2217.7,116.8,6.8,0.4,0,0.4,3331.3,619,51,0,14960,205217,0,0,18384,0,0,239231,0,360.5,166.9,317.2,114.6,30,989.2,0,0,5.5,1.3,0,0,6.8,0,0.4,0,0,0,0,0.4,0,0.1,60.2,31.4,8.6,16.5,116.8,0,0,0,0,0,0,0,0,1325.5,489,382.4,20.1,0.7,2217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.3,0.1,0,0.4,0,1686.5,721.6,732.6,143.4,47.2,3331.3,52,0,11446,3744,385,55,0,15630,0,0,0,0,0,0,0,0,18170,0,214,0,0,18384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204435,556,194,32,0,205217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,234051,4300,793,87,0,239231,155.7,44.2,6.9,83.5,374.6,172.5,472.4,600.7,436.3,587.2,397.3,3331.3,1469,35332,5961,18193,6825,8213,14767,20949,27809,57059,42654,239231,35,6,33,3,179,40,4,0,183,29,128,37,18,2142,59,3,8,3,33,1,16,11,2,0,105,19,128,30,8,1357,37,0,577,10,0,0.64,161,44,51,64,2,88944,,Marc Stubel,"Manager, System Integrity",(908) 662-8306,(000) 000-0000,mstubel@sjindustries.com,INITIAL,3/8/2024,3/8/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240718,57817,4350,ELIZABETHTOWN GAS CO,520 GREEN LANE,UNION,,NJ,07083,520 GREEN LANE,UNION,,NJ,07083,Propane Gas,NJ,Privately Owned,,,,0.8,0,0,0,0,0,0,0.8,,,,20,2,0,0,0,0,0,22,0,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.8,52,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0,0,20,0,1,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,24701,Number of excavation tickets is reported for all of Elizabethtown Gas in New Jersey in the company's Northwest Operating Division. Unaccounted for gas is reported on a system basis for all of Elizabethtown Gas.,Marc Stubel,"Manager, System Integrity",(908) 6628306,(000) 000-0000,mstubel@sjindustries.com,INITIAL,3/8/2024,3/8/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240721,57820,4350,ELIZABETHTOWN GAS CO,520 GREEN LANE,UNION,Union,NJ,07083,520 GREEN LANE,UNION,,NJ,07083,Natural Gas,PA,Privately Owned,0,0,0,3.4,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3.4,0,0,3.4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0.2,0.1,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,119,Unaccounted for gas is reported on a system basis for all of Elizabethtown Gas.,Marc Stubel,"Manager, System Integrity",(908) 6628306,(000) 000-0000,mstubel@sjindustries.com,INITIAL,3/8/2024,3/8/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240167,55908,4360,ELIZABETHTOWN NATURAL GAS,200 West Dixie Ave,Elizabethtown,HARDIN,KY,42701,301 WATERWORKS DRIVE P.O. BOX 550,ELIZABETHTOWN,,KY,42701,Natural Gas,KY,Municipal Owned,0,0,0,248.7,25.18,0,0,0,0,0,273.88,0,0,0,8380,605,0,0,0,0,0,8985,0,151.1,39.48,57.77,0.35,0,248.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25,9.93,2,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,164.35,49.41,59.77,0.35,0,273.88,50,0,7535,837,8,0,0,8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,68,2,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8070,905,10,0,0,8985,0,0,0,34,75,37,38,52,17,16,5,274,0,0,0,1352,2516,1277,960,1552,897,309,122,8985,0,0,1,0,0,0,0,1,4,0,2,0,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,-1.66,3,2,0,1,0,6640,,Kim Bell,Administrative Assistant,(270) 763-4215,(270) 737-7167,kim.bell@elizabethtownky.gov,INITIAL,2/6/2024,2/6/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240138,55838,4370,ELK RIVER PUBLIC UTIL DIST,217 S JACKSON ST,TULLAHOMA,Coffee,TN,37388,217 S. JACKSON,TULLAHOMA,,TN,37388,Natural Gas,TN,Municipal Owned,0,0,0,196.292,606.175,0,0,0,0,0,802.467,0,0,1,1751,19896,0,0,0,0,0,21648,0,65.199,46.924,84.013,0.156,0,196.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.396,306.959,65.82,0,0,606.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,298.595,353.883,149.833,0.156,0,802.467,124,255,1438,52,6,1,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,18752,296,25,0,0,19896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1078,20190,348,31,1,0,21648,223.384,0,0,0.294,3.476,2.38,38.917,260.738,154.886,83.701,34.691,802.467,3150,0,0,37,145,97,2316,6813,4160,3007,1923,21648,0,0,8,1,2,1,0,0,1,1,31,8,3,42,0,0,0,0,8,1,1,0,0,0,1,1,31,6,1,2,0,0,5,0,0,-0.16,39,8,10,21,0,9766,,Curtis Womack,GIS and Compliance,(931) 455-9311,(000) 000-0000,swomack@erpud.com,INITIAL,2/2/2024,2/2/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240850,58480,4376,ELKTON GAS,500 ENERGY LANE,DOVER,KENT,DE,19901,500 ENERGY LANE,DOVER,,DE,19901,Natural Gas,DE,Privately Owned,0,0,0,0.179,0,0,0,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.063,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.116,0.063,0,0,0.179,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0.066,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,,Oluwole Okunromade,,(302) 233-4884,(000) 000-0000,ookunromade@chpk.com,INITIAL,3/11/2024,3/11/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240851,58481,4376,ELKTON GAS,500 ENERGY LANE,DOVER,KENT,DE,19901,500 ENERGY LANE,DOVER,,DE,19901,Natural Gas,MD,Investor Owned,0,0,0,31.054,74.549,0,0,0,0,0,105.603,0,0,0,1334,4223,0,0,0,0,0,5557,0,11.24,13.866,5.947,0,0,31.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.784,20.563,4.202,0,0,74.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,61.024,34.429,10.149,0,0,105.602,147.98,0,1182,151,1,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050,153,15,5,0,4223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5232,304,16,5,0,5557,0,0,0,0.204,16.912,7.757,2.969,36.837,25.008,9.575,6.341,105.603,534,0,0,0,761,329,227,1461,1385,675,185,5557,0,0,0,0,1,0,0,0,0,0,4,2,1,24,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,2,0,0,0,4,2,0,2,0,1860,,Oluwole Okunromade,,(302) 233-4884,(000) 000-0000,ookunromade@chpk.com,INITIAL,3/11/2024,3/11/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240765,57870,4400,"ELLENSBURG GAS DEPT, CITY OF",501 North Anderson Street,Ellensburg,Kittitas,WA,98926,501 NORTH ANDERSON STREET,ELLENSBURG,,WA,98926,Natural Gas,WA,Municipal Owned,0,0,0,42.364,97.795,0,0,0,0,0,140.159,0,0,0,1282,3814,0,0,0,0,0,5096,0,27.668,9.818,4.878,0,0,42.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.174,30.626,16.995,0,0,97.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,77.842,40.444,21.873,0,0,140.159,84,0,1277,4,1,0,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,9,0,1,0,3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,5081,13,1,1,0,5096,0,0,0,34,6,4,6,30,40.57,12.553,7.036,140.159,0,0,0,1007,830,179,158,879,1286,489,268,5096,0,0,0,0,0,0,0,0,0,0,4,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,1,0,5,0,1592,,Darin Yusi,Gas Engineer,(509) 607-3035,(000) 000-0000,yusid@ci.ellensburg.wa.us,INITIAL,3/8/2024,3/8/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240339,56854,4440,EMMETSBURG MUNICIPAL UTILITIES,1406 State Street,Emmetsburg,USA,IA,50536,2021 MAIN STREET,EMMETSBURG,,IA,50536,Natural Gas,IA,Municipal Owned,0,0,0,32,19,0,0,0,0,0,51,0,0,0,674,1022,0,0,0,0,0,1696,0,23,7,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,11,2,0,0,51,75,0,662,12,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,10,0,0,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1674,22,0,0,0,1696,6,0,0,13,12,5,1,10,4,0,0,51,0,0,0,56,554,297,70,583,74,44,18,1696,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,0,0,0,1,1,1,,,,524,,Dan Shirk,operator,(712) 852-4914,(712) 852-3744,emugas@emmetsburg.com,INITIAL,2/22/2024,2/22/2024,7100.1-1 (Rev. 06-2023)
6/3/2024,2023,20240640,57650,4470,"ENFIELD GAS DEPT, VILLAGE OF",9 Executive Woods Ct,Belleville,,IL,62226,"105 E. MAIN ST., BOX 99",ENFIELD,,IL,62835,Natural Gas,IL,Municipal Owned,0,0,0,15,0,0,0,0,0,0,15,0,0,0,265,85,0,0,0,0,0,350,0,6,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,9,0,0,0,15,60,0,256,9,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,339,10,1,0,0,350,0,0,0,0,0,13,2,0,0,0,0,15,0,0,0,0,0,263,10,44,15,16,2,350,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,151,,Taylor Browne,,(618) 277-1520,(618) 277-1586,taylor@usdi.us,INITIAL,3/6/2024,3/6/2024,7100.1-1 (Rev. 06-2023)
