DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,MECHANICAL_JOINT_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
2/1/2024,2021,20220205,44958,2172,CENTER MUNICIPAL GAS SYSTEM,294 worth st,center,,CO,81125,PO BOX 400 400 S WORTH ST,CENTER,,CO,81125,Natural Gas,CO,Municipal Owned,0,0,0,12.3,0,0,0,0,0,0,12.3,0,0,0,792,0,0,0,0,0,0,792,0,10.3,2,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.3,2,0,0,0,12.3,75,0,781,11,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,781,11,0,0,0,792,12.3,0,0,0,0,0,0,0,0,0,0,12.3,784,0,0,0,0,0,0,0,0,6,2,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,275,1,11,0,0,,christopher nelson,operator,(719) 754-3497,(719) 754-3379,chris@centerco.gov,INITIAL,2/7/2022,2/7/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20220195,47938,2176,"CENTERVILLE, TOWN OF","102 East Swan Street, P.O. Box 238",Centerville,,TN,37033,102 EAST SWAN STREET,CENTERVILLE,,TN,37033,Natural Gas,TN,Municipal Owned,,,,50,115,0,0,0,0,0,165,,,,1064,2460,0,0,0,0,0,3524,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,33,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,82,83,0,0,0,165,189,0,1060,4,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447,13,0,0,0,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3507,17,0,0,0,3524,15,0,0,0,0,0,65,47,19,16,3,165,0,0,0,0,0,0,1592,1274,375,219,64,3524,0,0,2,0,1,0,0,0,1,0,5,1,3,13,1,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4.13,7,5,0,2,0,1882,36,340,4,7,,Keith Harvill,,(931)729-4246,,kharvill@centervilletn.org,SUPPLEMENTAL,2/4/2022,8/4/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20220441,45397,2180,CENTRAL CITY GAS SYSTEM DEPT,2205 23rd Ave,Central City,Merrick,NE,68826,1702 31ST ST,CENTRAL CITY,,NE,68826,Natural Gas,NE,Municipal Owned,,,,29.891,9.718,0,0,0,0,0,39.609,,,,819,461,0,0,0,0,0,1280,0,23.144,5.108,1.409,0,0,29.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.666,0.052,0,0,0,9.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32.81,5.16,1.409,0,0,39.379,70,0,671,148,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,39,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1093,187,0,0,0,1280,1,0,5,17.953,2,5,1,1,0.219,4.824,1.597,39.593,579,0,2,15,113,69,42,208,149,98,6,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,5.7,3,3,,,,1015,9,132,0,1,,Brent Strong,Gas Superintendent,(308) 940-1266,,gas@cc-ne.com,INITIAL,2/25/2022,2/25/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20220803,45890,2188,CENTRAL FLORIDA GAS CORP,208 Wildlight Ave,Yulee,Nassau,FL,32097,208 WILDLIGHT AVE,YULEE,,FL,32097,Natural Gas,FL,Investor Owned,,,,251.715,648.711,0,0,0,0,0,900.426,,,,2695,21021,0,0,0,0,0,23716,0,80.25,60.262,111.203,0,0,251.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.247,218.358,42.106,0,0,648.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,468.497,278.62,153.309,0,0,900.426,75,0,2565,98,25,7,0,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20766,234,20,1,0,21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23331,332,45,8,0,23716,269.14,0,0,0,0,2.444,20.18,115.747,201.621,255.385,35.909,900.426,0,0,0,0,124,277,3720,3753,7328,6751,1763,23716,2,2,24,1,1,0,1,0,7,2,40,6,2,100,9,7,1,2,23,1,1,0,0,0,4,2,37,5,2,40,1,2,1,0,0,0,64,17,19,28,0,45877,687,10221,69,325,,Michael McCarty,"Dir., Measurement & Compliance",(863) 845-7005,(863) 299-2554,mmccarty@fpuc.com,INITIAL,3/10/2022,3/10/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20221227,46364,2196,CENTRAL HUDSON GAS & ELECTRIC CORP,284 SOUTH AVENUE,POUGHKEEPSIE,,NY,12601,284 SOUTH AVENUE,POUGHKEEPSIE,,NY,12601,Natural Gas,NY,Investor Owned,61.5,0,0,368,847.9,35.5,0,0,0,0,1312.9,3266,0,0,9215,50949,1994,0,39,0,0,65463,0,142.7,124,139.7,22.5,0.6,429.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,23.1,11.1,0.5,0,35.5,0,0,0,0,0,0,0,0,391.8,265.7,161.9,28.5,0,847.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,535.3,412.8,312.7,51.5,0.6,1312.9,75,149,9656,2606,66,4,0,12481,0,0,0,0,0,0,0,0,38,1,0,0,0,39,8,141,1840,5,0,0,1994,0,0,0,0,0,0,0,257,47007,3398,269,18,0,50949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,414,56842,7845,340,22,0,65463,0,114.5,5.3,66.3,136.5,101.3,168.8,212.8,218.1,243.5,45.8,1312.9,2870,2636,329,2112,3960,4226,7594,8060,11075,18149,4452,65463,66,3,11,0,50,49,0,21,59,0,28,0,11,101,0,8,9,2,9,0,4,4,0,3,17,0,28,0,4,33,0,2,1,9,0,-1.75,48,11,12,22,3,30187,1241,19068,242,15328,,Jerry Amato,,(845) 486-5642,,jamato@cenhud.com,INITIAL,3/15/2022,3/15/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20221427,47737,2227,"CENTURY, TOWN OF",7995 N. Century Blvd.,Century,Escambia County,FL,32535,7995 N. CENTURY BLVD,"CENTURY, ESCAMBIA",,FL,32535,Natural Gas,FL,Municipal Owned,0,0,0,46.4,16.094,0,0,0,0,0,62.494,0,0,0,446,457,0,0,0,0,0,903,0,38.7,2.706,5,0,0,46.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,6.294,1,0,0,16.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,47.5,9,6,0,0,62.5,110,0,438,4,4,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,12,1,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,882,16,5,0,0,903,0,0,0,0,41.293,8,9,2,0,2.107,0,62.4,0,0,0,0,537,239,8,10,79,27,3,903,,,,1,,,,,,,2,,,7,,,,,,,,,,,,,,,,,,,0,0,0,1,2,2,,,,404,7,101,0,0,,Leslie Howington,Town Clerk,(850)256-3208,(850) 256-0318,lhowington@centuryflorida.us,INITIAL,7/11/2022,7/11/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20220528,45500,2232,"CENTREVILLE MUNICIPAL GAS, TOWN OF",1 MUNICIPAL DRIVE,Centreville,,MS,39631,PO BOX 578,CENTREVILLE,,MS,39631,Natural Gas,MS,Municipal Owned,,,,11,20,0,0,0,0,0,31,,,,32,309,0,0,0,0,0,341,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,15,0,0,0,31,60,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,25,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,316,25,0,0,0,341,0,0,0,8,0,0,0,0,23,0,0,31,100,0,0,50,25,75,50,20,19,2,0,341,0,,,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.04,0,0,0,0,0,161,0,0,0,0,,JOHN WHITE,UTILITY SUPERVISOR,(601) 645-5218,(601) 645-5343,utilityclerk@centrevillems.org,INITIAL,3/1/2022,3/1/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20220146,44697,2236,CHAMBERSBURG GAS DEPT,100 S. Second St.,Chambersburg,,PA,17201,100 SOUTH SECOND STREET,CHAMBERSBURG,,PA,17201,Natural Gas,PA,Municipal Owned,,1,,31.8,46.3,4.9,0,0,0,0,84,106,204,,759,3269,0,0,0,0,0,4338,0,6.2,15.6,10,1,0,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.1,0.4,0,4.9,0,0,0,0,0,0,0,0,13.7,13.3,19.1,0.2,0,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19.9,31.3,31.2,1.6,0,84,50,8,307,738,16,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821,440,8,0,0,3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,3128,1178,24,0,0,4338,0,3.6,0.8,10.5,16,1.7,2.1,7.8,14.8,18.7,8,84,0,106,30,174,289,171,284,362,949,1720,253,4338,1,2,,,,1,,,1,3,,,,6,,,,2,,,,,,,,2,,,,,,,2,0,0,-1.4,0,0,0,0,0,3936,109,1488,133,4030,Unknown Services in Section B3 are steel services of unknown size.,John Leary,Gas Superintendent,(717) 251-2422,(717) 261-3240,jleary@chambersburgpa.gov,INITIAL,1/31/2022,1/31/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20220309,45161,2256,"CHANUTE, CITY OF",101 South Lincoln,Chanute,,KS,66720,1002 E 14TH STREET,CHANUTE,,KS,66720,Natural Gas,KS,Municipal Owned,4.34,0,11.08,24.877,53.277,0,0.876,0,0,0,94.45,680,0,879,1010,1713,0,0,0,0,0,4282,0,27.293,7.622,5.382,0,0,40.297,0,0,0.618,0.258,0,0,0.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.251,9.848,12.178,0,0,53.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,58.544,18.088,17.818,0,0,94.45,60,0,2553,14,2,0,0,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,70,3,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4193,84,5,0,0,4282,24.61,0,0,0,0,5.217,19.368,19.054,16.793,9.249,0.159,94.45,2621,0,0,0,0,0,346,607,369,280,59,4282,2,,,,,1,5,,8,1,3,2,,,,,,,,,,,1,,6,1,3,2,,,,,0,0,0,0,5,,,3,2,1308,1,98,12,3930,,Monty Joe Bailey,Gas Superintendent,(620) 431-5250,(620) 431-5259,mbailey@chanute.org,INITIAL,2/16/2022,2/16/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20220266,45438,2268,"CHARLOTTESVILLE, CITY OF",305 4TH ST NW,CHARLOTTESVILLE,,VA,22902,305 4TH ST NW,CHARLOTTESVILLE,,VA,22903,Natural Gas,VA,Municipal Owned,0,0,0,69,267.47,1,0,0,0,0,337.47,0,0,0,183,20282,0,1,0,0,0,20466,0,0,0,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,208.47,58,1,0,0,267.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,208.47,58,70,1,0,337.47,65,0,0,182,1,0,0,183,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18663,1518,98,3,0,20282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18663,1700,99,4,0,20466,0,1,0,13,24,16,80.4,140,38.73,21.7,2.64,337.47,0,0,0,0,20,682,4576,9439,2614,2621,494,20446,0,0,11,0,3,8,0,0,0,0,22,1,17,23,5,0,0,0,11,0,2,1,0,0,0,0,22,1,8,3,1,0,2,0,0,2,33,12,4,15,2,17252,236,5279,2,10,,Christian Chirico,,(434)970-3811,,chiricoc@charlottesville.org,SUPPLEMENTAL,2/14/2022,2/28/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20221360,46718,2272,CHARTIERS NATURAL GAS CO INC,1001 Fairway Oaks Drive,Jeannette,,PA,15644,1001 FAIRWAY OAKS DRIVE,JEANNETTE,,PA,15644,Natural Gas,PA,Investor Owned,3,0,0,0,20,0,0,0,0,0,23,91,16,0,0,163,0,0,0,0,0,270,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,2,1,1,0,23,50,0,0,107,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,270,0,0,0,270,3,0,0,0,0,0,0,0,0,19,1,23,91,0,0,0,0,0,16,0,0,161,2,270,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7587,0,0,0,0,,Sandra Bitner,operator,(724) 832-3425,(724) 832-2384,sbitner203@verizon.net,INITIAL,3/30/2022,3/30/2022,7100.1-1 (Rev. 05-2021)
2/1/2024,2021,20220097,44518,2280,CHATHAM NATURAL GAS DIV,PO BOX 7,CHATHAM,,LA,71226,1709 OAK ST,CHATHAM,,LA,71226,Natural Gas,LA,Municipal Owned,,,,,19,0,0,0,0,0,19,,,,,220,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,4,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,4,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,216,4,0,0,0,220,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,218,0,0,2,0,220,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,0,0,0,0,0,148,0,0,0,0,,Bobbi Chatham,Clerk,(318)249-2541,(318)249-4436,townofchatham2@gmail.com,INITIAL,1/24/2022,1/24/2022,7100.1-1 (Rev. 05-2021)
