"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/22,2016,20175811,33349,383,AMARILLO NATURAL GAS INC,2915 WEST INTERSTATE 40,AMARILLO,TX,79109,Natural Gas,,"KANSAS, TEXAS",0,,,,0,,,,0,,,,3436776,,,,,,,,,,,,,No,0,14.5,0,0,0,0,3.75,0,0,18.25,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,3.75,0,0,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,3.75,0,0,18.25,SUPPLEMENTAL,3/13/17,10/23/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175114,31990,386,HESS CORP,1501 MCKINNEY STREET,HOUSTON,TX,77010,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,3518.264,,,,,,,,,,,,,No,0,6.4,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,6.4,INITIAL,2/6/17,2/6/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20176185,33120,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC","1515 Arapahoe Street, TOWER 1, SUITE 1600",Denver,CO,80202,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,0,0,0,0,0,0,18.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,0,0,0,0,0,0,18.94,0,18.94,0,0,0,0,0,0,0,18.94,INITIAL,3/15/17,3/15/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175877,32791,405,ANR PIPELINE CO,700 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, OHIO, OKLAHOMA, TENNESSEE, TEXAS, WISCONSIN",MICHIGAN,340.875,,,,0,,,,340.875,,,,1436425.173,0,0,0,0,0,,,,,,,,No,0,9257.414,0,0,0,0,0,0,0,9257.414,0,0,0,0,0,0,0,0,0,0,0,9257.414,0,0,0,0,0,0,0,9257.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9257.414,0,0,0,0,0,0,0,9257.414,INITIAL,3/14/17,3/14/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20176047,33401,473,ANADARKO PETROLEUM CORP,"1201 LAKE ROBBINS DR., POB 1330, HOUSTON, 77251-1330",THE WOODLANDS,TX,77380,Natural Gas,"NEW MEXICO, TEXAS, WYOMING","COLORADO, PENNSYLVANIA, UTAH, WYOMING",0,,,,0,,,,0,,,,68862905,,,,,,,,,,,,,No,0,397.58,0,5.8,0,0,0,0,0,403.38,0,0,0,0,0,0,0,0,0,0,0,397.58,0,5.8,0,0,0,0,0,403.38,0,282.41,0,0,0,0,107,1,0,390.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.41,0,0,0,0,107,1,0,390.41,0,679.99,0,5.8,0,0,107,1,0,793.79,SUPPLEMENTAL,3/15/17,12/18/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175600,32504,515,DAKOTA GASIFICATION COMPANY,"GREAT PLAINS SYNFUELS PLANT, 1717 EAST INTERSTATE AVENUE",BISMARCK,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,0,,,,0,,,,0,,,,,,41535.3,,,,,,,,,,,No,0,40.22,0,0.39,0,0,0,0,0,40.61,0,0,0,0,0,0,0,0,0,0,0,40.22,0,0.39,0,0,0,0,0,40.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.22,0,0.39,0,0,0,0,0,40.61,INITIAL,3/9/17,3/9/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175541,32440,570,FERNDALE PIPELINE SYSTEM,30S WACKER DRIVE,CHICAGO,IL,60606,Natural Gas,,WASHINGTON,1.9,,,,0,,,,1.9,,,,14326,0,0,0,0,0,,,,,,,,No,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,INITIAL,3/8/17,3/8/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175292,32182,585,ARGYLE MUNICIPAL GAS SYSTEM,PO BOX 288,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,0,,,,0,,,,0,,,,,,,,,,,,,,,,,Yes,0,2.1,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,2.1,INITIAL,2/28/17,2/28/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175603,32507,602,"ENABLE GAS TRANSMISSION, LLC","211 NORTH ROBINSON AVENUE, ROOM 150",OKLAHOMA CITY,OK,73102,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,85.72,,,,0,,,,85.72,,,,963240,,,,,,,,,,,,,No,174.42,5737.63,7.37,4.09,0,0,24.67,0,0,5948.18,0,0,0,0,0,0,0,0,0,0,174.42,5737.63,7.37,4.09,0,0,24.67,0,0,5948.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.42,5737.63,7.37,4.09,0,0,24.67,0,0,5948.18,INITIAL,3/9/17,3/9/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175913,32832,603,CENTERPOINT ENERGY RESOURCES CORP.,"1111 LOUISIANA ST., SUITE 2223D",HOUSTON,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",10.31,,,,0,,,,10.31,,,,,,,,,,,,,,,,,Yes,0,95.98,0,0,0,0,0,0,0,95.98,0,0,0,0,0,0,0,0,0,0,0,95.98,0,0,0,0,0,0,0,95.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.98,0,0,0,0,0,0,0,95.98,INITIAL,3/14/17,3/14/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175662,32571,621,ARKANSAS OKLAHOMA GAS CORP,115 NORTH 12TH ST,FORT SMITH,AR,72901,Natural Gas,,"ARKANSAS, OKLAHOMA",5.68,,,,0,,,,5.68,,,,,,,,,,,,,,,,,Yes,5.57,120.82,0,0,0,0,0,0,0,126.39,0,0,0,0,0,0,0,0,0,0,5.57,120.82,0,0,0,0,0,0,0,126.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,120.82,0,0,0,0,0,0,0,126.39,INITIAL,3/10/17,3/10/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175604,33367,660,"ARLINGTON ENERGY GROUP, LLC",P.O. BOX 2287,MADISON,MS,39130,Natural Gas,,MISSISSIPPI,0,,,,0,,,,0,,,,300,,,,,,,,,,,,,No,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,SUPPLEMENTAL,3/9/17,11/30/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175972,32894,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Landfill Gas,,GEORGIA,6.5,,,,0,,,,6.5,,,,,,,,,,,,,,,,,Yes,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,INITIAL,3/15/17,3/15/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20176043,38518,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Natural Gas,,GEORGIA,436.5,,,,0,,,,436.5,,,,,,,,,,,,,,,,,Yes,0,1060.2,0,0,0,0,0,0,0,1060.2,0,0,0,0,0,0,0,0,0,0,0,1060.2,0,0,0,0,0,0,0,1060.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.2,0,0,0,0,0,0,0,1060.2,SUPPLEMENTAL,3/15/17,2/23/21,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175445,33096,840,MOJAVE PIPELINE OPERATING COMPANY,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,Natural Gas,"ARIZONA, CALIFORNIA",,11.49,,,,0,,,,11.49,,,,139859,,,,,,,,,,,,,No,0,561.57,0,0,0,0,0,0,0,561.57,0,0,0,0,0,0,0,0,0,0,0,561.57,0,0,0,0,0,0,0,561.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.57,0,0,0,0,0,0,0,561.57,SUPPLEMENTAL,3/6/17,3/15/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175982,32905,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,"9811 KATY FREEWAY , SUITE 100",HOUSTON,TX,77024,Hydrogen Gas,,"LOUISIANA, TEXAS, WASHINGTON",6.28,,,,0,,,,6.28,,,,,,,,,,,,,,,,,No,0,328.31,0,0,0,0,0,0,0,328.31,0,0,0,0,0,0,0,0,0,0,0,328.31,0,0,0,0,0,0,0,328.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.31,0,0,0,0,0,0,0,328.31,INITIAL,3/15/17,3/15/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175957,32877,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,"9811 KATY FREEWAY , SUITE 100",HOUSTON,TX,77024,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,,,,,,,,,,,,,,No,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,INITIAL,3/14/17,3/14/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175871,32785,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,"9811 KATY FREEWAY , SUITE 100",HOUSTON,TX,77024,Synthetic Gas,,TEXAS,0,,,,0,,,,0,,,,,,,,,,,,,,,,,No,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,INITIAL,3/14/17,3/14/17,7100.2-1 (Rev. 10-2014)
8/1/22,2016,20175935,32854,844,KERN RIVER GAS TRANSMISSION CO,"2755 EAST COTTONWOOD PARKWAY, SUITE 300",SALT LAKE CITY,UT,84121,Natural Gas,"CALIFORNIA, NEVADA, UTAH, WYOMING",,96.417,,,,0,,,,96.417,,,,832289,,,,,,,,,,,,,No,0,1417.382,0,0,0,0,0,0,0,1417.382,0,0,0,0,0,0,0,0,0,0,0,1417.382,0,0,0,0,0,0,0,1417.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.382,0,0,0,0,0,0,0,1417.382,INITIAL,3/14/17,3/14/17,7100.2-1 (Rev. 10-2014)
