"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
08/01/22,2021,20220881,40741,383,AMARILLO NATURAL GAS INC,5800 ARNOT ROAD,AMARILLO,TX,79119,Natural Gas,,"KANSAS, TEXAS",0,0,0,16.314,0,0,0,0,0,0,0,16.314,353374,,,,,,,,,,,,,No,0,14.594,0,0,0,0,1.72,0,0,16.314,0,0,0,0,0,0,0,0,0,0,0,14.594,0,0,0,0,1.72,0,0,16.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.594,0,0,0,0,1.72,0,0,16.314,INITIAL,3/14/22,3/14/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220268,40107,402,"MARKWEST ENERGY EAST TEXAS GAS COMPANY, L.L.C.","1515 Arapahoe Street TOWER 1, SUITE 1600",Denver,CO,80202,Natural Gas,,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,0,0,0,0,0,0,0,24.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,0,0,0,0,0,0,0,24.98,0,24.98,0,0,0,0,0,0,0,24.98,INITIAL,2/25/22,2/25/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221289,41171,405,ANR PIPELINE CO,700 LOUISIANA STREET SUITE 700,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, OHIO, OKLAHOMA, TENNESSEE, TEXAS, WISCONSIN",MICHIGAN,415.002,771.082,9.318,8056.723,0,0,0,0,415.002,771.082,9.318,8056.723,1796728.497,0,0,0,0,0,,,,,,,,No,0,9252.124,0,0,0,0,0,0,0,9252.124,0,0,0,0,0,0,0,0,0,0,0,9252.124,0,0,0,0,0,0,0,9252.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9252.124,0,0,0,0,0,0,0,9252.124,INITIAL,3/18/22,3/18/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220931,40794,473,"WESTERN MIDSTREAM PARTNERS, LP",9950 WOODLOCH FOREST DR SUITE 2800,THE WOODLANDS,TX,77380,Natural Gas,"NEW MEXICO, TEXAS, WYOMING","COLORADO, UTAH, WYOMING",0,1.87,0,333.71,0,0,0,0,0,1.87,0,333.71,413096,0,0,0,0,0,,,,,,,,No,0,335.57,0,0,0,0,0,0,0,335.57,0,0,0,0,0,0,0,0,0,0,0,335.57,0,0,0,0,0,0,0,335.57,0,206.83,0,0,0,0,3.24,0,0,210.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.83,0,0,0,0,3.24,0,0,210.07,0,542.4,0,0,0,0,3.24,0,0,545.64,INITIAL,3/14/22,3/14/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220688,40543,515,DAKOTA GASIFICATION COMPANY,DAKOTA GASIFICATION COMPANY 1717 EAST INTERSTATE AVENUE,BISMARCK,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,0,0,0,39.77,0,0,0,0,0,0,0,39.77,,,27562.3,,,,,,,,,,,No,0,39.77,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,39.77,INITIAL,3/11/22,3/11/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220660,40514,570,FERNDALE PIPELINE SYSTEM,30 S WACKER DRIVE,CHICAGO,IL,60606,Natural Gas,,WASHINGTON,2.11,0.8,0,33.29,0,0,0,0,2.11,0.8,0,33.29,15369,,,,,,,,,,,,,No,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,INITIAL,3/10/22,3/10/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220537,40383,585,ARGYLE MUNICIPAL GAS SYSTEM,BOX 288 106 EAST 2ND STR,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,0,0,0,2.01,0,0,0,0,0,0,0,2.01,,,,,,,,,,,,,,Yes,0,2.01,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,2.01,INITIAL,3/8/22,3/8/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220509,40355,602,"ENABLE GAS TRANSMISSION, LLC",499 W. SHERIDAN  STE 1500,OKLAHOMA CITY,OK,73102,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,81.05,223.72,185.87,5371.14,0,0,0,0,81.05,223.72,185.87,5371.14,1251790,,,,,,,,,,,,,No,126.39,5707.89,3.08,0.25,0,0,24.15,0,0,5861.76,0,0,0,0,0,0,0,0,0,0,126.39,5707.89,3.08,0.25,0,0,24.15,0,0,5861.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.39,5707.89,3.08,0.25,0,0,24.15,0,0,5861.76,INITIAL,3/8/22,3/8/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220592,40440,603,CENTERPOINT ENERGY RESOURCES CORP.,1111 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",9.115,14.833,14.453,39.14,0,0,0,0,9.115,14.833,14.453,39.14,,,,,,,,,,,,,,Yes,0,77.54,0,0,0,0,0,0,0,77.54,0,0,0,0,0,0,0,0,0,0,0,77.54,0,0,0,0,0,0,0,77.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.54,0,0,0,0,0,0,0,77.54,INITIAL,3/9/22,3/9/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221090,40959,621,ARKANSAS OKLAHOMA GAS CORP,10825 E. GEDDES AVENUE SUITE 410,CENTENNIAL,CO,80112,Natural Gas,,"ARKANSAS, OKLAHOMA",1.38,0,15.16,102.7,0,0,0,0,1.38,0,15.16,102.7,,,,,,,,,,,,,,Yes,4.45,114.86,0,0,0,0,0,0,0,119.31,0,0,0,0,0,0,0,0,0,0,4.45,114.86,0,0,0,0,0,0,0,119.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,114.86,0,0,0,0,0,0,0,119.31,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220209,40045,660,"ARLINGTON ENERGY GROUP, LLC",P.O. BOX 131,MAGEE,MS,39111,Natural Gas,,MISSISSIPPI,0,0,10,12,0,0,0,0,0,0,10,12,120,,,,,,,,,,,,,No,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,INITIAL,2/21/22,2/21/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221214,41090,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Landfill Gas,,GEORGIA,6.4,0,0,0.1,0,0,0,0,6.4,0,0,0.1,,,,,,,,,,,,,,Yes,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221239,41117,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Natural Gas,,GEORGIA,439.8,24.2,0.3,551.9,0,0,0,0,439.8,24.2,0.3,551.9,,,,,,,,,,,,,,Yes,0,1016.2,0,0,0,0,0,0,0,1016.2,0,0,0,0,0,0,0,0,0,0,0,1016.2,0,0,0,0,0,0,0,1016.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.2,0,0,0,0,0,0,0,1016.2,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220335,40175,840,MOJAVE PIPELINE OPERATING COMPANY,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,Natural Gas,"ARIZONA, CALIFORNIA",,12.88,93.23,0.13,455.74,0,0,0,0,12.88,93.23,0.13,455.74,692350,,,,,,,,,,,,,No,0,561.98,0,0,0,0,0,0,0,561.98,0,0,0,0,0,0,0,0,0,0,0,561.98,0,0,0,0,0,0,0,561.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.98,0,0,0,0,0,0,0,561.98,INITIAL,3/2/22,3/2/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221308,41237,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Hydrogen Gas,,"LOUISIANA, TEXAS",7.14,7.71,50.81,303.68,0,0,0,0,7.14,7.71,50.81,303.68,,,,,,,,,,,,,,No,0,369.23,0,0,0,0,0,0,0,369.23,0,0,0,0,0,0,0,0,0,0,0,369.23,0,0,0,0,0,0,0,369.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.23,0,0,0,0,0,0,0,369.23,SUPPLEMENTAL,3/24/22,4/4/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221059,40927,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Natural Gas,,TEXAS,0,0,0.16,0.82,0,0,0,0,0,0,0.16,0.82,33968,,,,,,,,,,,,,No,0,0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.98,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221058,40926,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Synthetic Gas,,TEXAS,0,0,0.1,42.75,0,0,0,0,0,0,0.1,42.75,,,5856,,,,,,,,,,,No,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220773,40631,844,KERN RIVER GAS TRANSMISSION CO,2755 EAST COTTONWOOD PARKWAY SUITE 300,SALT LAKE CITY,UT,84121,Natural Gas,"CALIFORNIA, NEVADA, UTAH, WYOMING",,107.496,26.949,0,1283.877,0,0,0,0,107.496,26.949,0,1283.877,814960,,,,,,,,,,,,,No,0,1418.322,0,0,0,0,0,0,0,1418.322,0,0,0,0,0,0,0,0,0,0,0,1418.322,0,0,0,0,0,0,0,1418.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418.322,0,0,0,0,0,0,0,1418.322,INITIAL,3/11/22,3/11/22,7100.2-1 (Rev. 10-2021)
