"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA2NAMEOFPARENT_COM,PARTA4NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
08/01/22,2011,20120491,25040,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC","MarkWest Energy Partners, L.P.","MarkWest Energy Partners, L.P.","1515 Arapahoe St, Tower 1, Suite 1600",Denver,CO,80202,Natural Gas,,TEXAS,0,16.1,16.1,83329.5,,,, ,,,,,, ,,,No,0,16.1,0,0,0,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,16.1,0,0,0,0,0,0,0,16.1,0,33,0,0,0,0,0,0,0,33,0,51.8,0,0,0,0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0,0,84.8,0,0,0,0,0,0,0,84.8,0,100.9,0,0,0,0,0,0,0,101,INITIAL,3/11/12,3/11/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120919,25830,405,ANR PIPELINE CO,Transcanada Pipelines Limited,TransCanada Pipelines Ltd,"717 TEXAS Street, Houston",HOUSTON,TX,77002,Natural Gas,"ARKANSAS, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, OHIO, OKLAHOMA, TENNESSEE, TEXAS, WISCONSIN",,0,349.3,349.3,1174451,,,, ,,202719,,,, ,,,No,0,9395.7,0,0,0,0,0,0,0,9395.7,0,589.5,0,0,0,0,0,0,0,589.5,0,9985.2,0,0,0,0,0,0,0,9985.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9985.2,0,0,0,0,0,0,0,9985,SUPPLEMENTAL,3/15/12,6/25/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120200,24242,473,ANADARKO PETROLEUM CORP,,Anadarko Petro. Corp.,1201 Lake Robbin Dr.,Woodlands,TX,77380,Natural Gas,WYOMING,"COLORADO, KANSAS, OKLAHOMA, TEXAS, UTAH, WYOMING",0,3.17,3.17,84708045,,,, ,,,,,, ,,,No,0,702.33,0,0,0,0,0,0,0,702.33,0,0,0,0,0,0,0,0,0,0,0,702.33,0,0,0,0,0,0,0,702.33,0,294.2,0,0,0,0,44.3,0,0,338.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.2,0,0,0,0,44.3,0,0,338.5,0,996.53,0,0,0,0,44.3,0,0,1041,INITIAL,2/29/12,2/29/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120175,24214,515,DAKOTA GASIFICATION COMPANY,Basin Electric Power Cooperative,Basin Electric Power Cooperative,1717 East Interstate Avenue,BEULAH,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,0,0,0,,,42769,, ,,,,,, ,,,No,0,37.33,0,0,0,0,0,0,0,37.33,0,0,0,0,0,0,0,0,0,0,0,37.33,0,0,0,0,0,0,0,37.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.33,0,0,0,0,0,0,0,37,INITIAL,2/28/12,2/28/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120358,25930,570,ARCO WESTERN GAS PIPE LINE CO,,ARCO Western Gas Pipeline Co.,150 W. WARRENVILLE RD,,IL,60563,Natural Gas,,WASHINGTON,0,4,4,14420,0,0,0, ,0,,,,, ,,,No,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,SUPPLEMENTAL,3/8/12,11/16/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120603,25166,585,ARGYLE MUNICIPAL GAS SYSTEM,,City of Argyle,PO BOX 288,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,,,,0,0,0,0, ,0,,,,, ,,,No,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,INITIAL,3/13/12,3/13/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120413,24479,602,CENTERPOINT ENERGY GAS TRANSMISSION,,CenterPoint Energy,1111 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,0,93.741,93.741,1321289,,,, ,,,,,, ,,,No,228.78,5862.095,22.28,0,0,0,27.201,0,0,6140.356,0,0,0,0,0,0,0,0,0,0,228.78,5862.095,22.28,0,0,0,27.201,0,0,6140.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.78,5862.095,22.28,0,0,0,27.201,0,0,6140,INITIAL,3/8/12,3/8/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120109,24130,603,CENTERPOINT ENERGY RESOURCES CORP.,,CenterPoint Energy Inc.,1111 Louisiana St.,SHREVEPORT,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",0,12.5,12.5,,,,, ,,,,,, ,,,Yes,2.4,156,0,0,0,0,0,0,0,158.4,0,0,0,0,0,0,0,0,0,0,2.4,156,0,0,0,0,0,0,0,158.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,156,0,0,0,0,0,0,0,158,INITIAL,2/15/12,2/15/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120077,24089,621,ARKANSAS OKLAHOMA GAS CORP,,Arkansas Oklahoma Gas Corp,115 NORTH 12TH ST,FORT SMITH,AR,72901,Natural Gas,,"ARKANSAS, OKLAHOMA",0,5.14,5.14,,,,, ,,,,,, ,,,Yes,35.4,187.5,0,0,0,0,0,0,0,222.9,0,0,0,0,0,0,0,0,0,0,35.4,187.5,0,0,0,0,0,0,0,222.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,187.5,0,0,0,0,0,0,0,223,INITIAL,2/10/12,2/10/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120108,24129,630,ARKANSAS WESTERN GAS CO,SourceGas,SourceGas,"370 Van Gordon St., Suite 4000",FAYETTEVILLE,CO,80228,Natural Gas,,ARKANSAS,0,23.86,23.86,247485,0,0,0, ,0,0,0,0,0, ,0,,No,63.116,690.787,60.535,0,0,0,0,0,0,814.438,0,0,0,0,0,0,0,0,0,0,63.116,690.787,60.535,0,0,0,0,0,0,814.438,0,0,0,0,0,0,0,0,0,0,0,26.763,0,0,0,0,0,0,0,26.763,0,0,0,0,0,0,0,0,0,0,0,26.763,0,0,0,0,0,0,0,26.763,63.116,717.55,60.535,0,0,0,0,0,0,841,INITIAL,2/15/12,2/15/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20142397,28765,660,"ARLINGTON GAS PIPELINE CO, LP",,,P.O. BOX 2287,MADISON,MS,39130,Natural Gas,MISSISSIPPI,,0,0,0,,,,,,,,,,,,,,Yes,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,INITIAL,4/6/14,4/6/14,7100.2-1 (Rev. 12-2012)
08/01/22,2011,20120841,25424,792,ATLANTA GAS LIGHT CO,"AGL Resources, Inc.","AGL Resources, Inc.","10 Peachtree Place NE, Atlanta",ATLANTA,GA,30309,Natural Gas,,GEORGIA,0,428.2,428.2,,,,, ,,,,,, ,,,Yes,42.5,975,0,0,0,0,0,0,0,1017.5,0,0,0,0,0,0,0,0,0,0,42.5,975,0,0,0,0,0,0,0,1017.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,975,0,0,0,0,0,0,0,1018,INITIAL,3/15/12,3/15/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120567,26225,840,MOJAVE PIPELINE OPERATING COMPANY,El Paso Corporation,El Paso Corporation,1001 Louisiana,Colorado Springs,Texas,77002,Natural Gas,"ARIZONA, CALIFORNIA",,0,8.7,8.7,679953,,,, ,,,,,, ,,,No,0,561.54,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,562,SUPPLEMENTAL,3/13/12,4/26/13,7100.2-1 (Rev. 12-2012)
08/01/22,2011,20120932,25524,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,,Air Liquide Large Industries U.S. LP,2700 Post Oak Blvd #1800,HOUSTON,TX,77056,Hydrogen Gas,,"LOUISIANA, TEXAS, WASHINGTON",0,6.32,6.32,,,,, ,,,,,, ,,,Yes,0,320.09,0,0,0,0,0,0,0,320.09,0,0,0,0,0,0,0,0,0,0,0,320.09,0,0,0,0,0,0,0,320.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.09,0,0,0,0,0,0,0,320,INITIAL,3/15/12,3/15/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20131176,27395,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,,Air Liquide Large Industries U.S. LP,2700 Post Oak Blvd #1800,HOUSTON,TX,77056,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4,INITIAL,9/22/13,9/22/13,7100.2-1 (Rev. 12-2012)
08/01/22,2011,20120707,25278,844,KERN RIVER GAS TRANSMISSION CO,MIDAMERICAN ENERGY HOLDINGS CO,KERN RIVER GAS TRANSMISSION CO,"2755 E. COTTONWOOD PARKWAY, SUITE 300",SALT LAKE CITY,UT,84121,Natural Gas,"CALIFORNIA, NEVADA, UTAH, WYOMING",,0,92.034,92.034,812400,,,, ,,,,,, ,,,No,0,1407.426,0,0,0,0,0,0,0,1407.426,0,0,0,0,0,0,0,0,0,0,0,1407.426,0,0,0,0,0,0,0,1407.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407.426,0,0,0,0,0,0,0,1407,INITIAL,3/14/12,3/14/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120656,25851,857,"MARKWEST PINNACLE PNG UTILITY, LLC","MarkWest Energy Partners, L.P.",MarkWest Energy,"1515 Arapahoe St, Tower 2, Suite 700",Denver,CO,80202,Natural Gas,,"MISSISSIPPI, NEW MEXICO, TEXAS",0,17,17,10.9,,,, ,,,,,, ,,,No,0,147.7,0,0,0,0,0,0,0,147.7,0,0,0,0,0,0,0,0,0,0,0,147.7,0,0,0,0,0,0,0,147.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,148.7,0,0,0,0,0,0,0,149,SUPPLEMENTAL,3/13/12,7/11/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120147,24174,860,"FAIRBANK, CITY OF",,City of Fairbank,116 EAST MAIN STREET,FAIRBANK,IA,50629,Natural Gas,,IOWA,0,0,0,34.572,,,, ,,,,,, ,,,No,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8,INITIAL,2/22/12,2/22/12,7100.2-1 (Rev. 06-2011)
