"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTB1SMEM1,PARTB1SMEM2,PARTB1SMET,PARTB1RRM1,PARTB1RRM2,PARTB1RRT,PARTB1QUANM1,PARTB1QUANM2,PARTB1QUANT,PARTB1PROBM1,PARTB1PROBM2,PARTB1PROBT,PARTB1SBM1,PARTB1SBM2,PARTB1SBT,PARTB1OTHM1,PARTB1OTHM2,PARTB1OTHT,PARTB1M1T,PARTB1M2T,PARTB1MT,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGONTCCPB,PARTDGONTCCPC,PARTDGONTCCUB,PARTDGONTCCUC,PARTDGONTCCI,PARTDGONTCWI,PARTDGONTCP,PARTDGONTCC,PARTDGONTCO,PARTDGONCTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
03/01/24,2022,20230003,41385,383,AMARILLO NATURAL GAS INC,5800 ARNOT ROAD,AMARILLO,TX,79119,Natural Gas,,"KANSAS, TEXAS",0,0,0,22.772,0,0,0,0,0,0,0,22.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407853,,,,,,,,,,,,,No,0,21.052,0,0,0,0,1.72,0,0,22.772,0,0,0,0,0,0,0,0,0,0,0,21.052,0,0,0,0,1.72,0,0,22.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.052,0,0,0,0,1.72,0,0,22.772,INITIAL,2/1/23,2/1/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230857,43152,405,ANR PIPELINE CO,700 LOUISIANA STREET SUITE 700,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, OHIO, OKLAHOMA, TENNESSEE, TEXAS, WISCONSIN",MICHIGAN,427.759,778,9.735,8036.713,0,0,0,0,427.759,778,9.735,8036.713,0,0,0,0,0,0,0,427.755,427.755,0,0,0,0,0,0,0,0,0,0,427.755,427.755,2054691.897,0,0,0,0,0,,,,,,,,No,0,9253.17,0,0.323,0,0,0,0,0,9253.493,0,0,0,0,0,0,0,0,0,0,0,9253.17,0,0.323,0,0,0,0,0,9253.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9253.17,0,0.323,0,0,0,0,0,9253.493,SUPPLEMENTAL,3/13/23,12/27/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231204,42663,473,"WESTERN MIDSTREAM PARTNERS, LP",9950 WOODLOCH FOREST DR SUITE 2800,THE WOODLANDS,TX,77380,Natural Gas,"NEW MEXICO, TEXAS, WYOMING","COLORADO, TEXAS, UTAH, WYOMING",0,1.87,0,345.32,0,0,0,0,0,1.87,0,345.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408965,0,0,0,0,0,,,,,,,,No,0,347.18,0,0,0,0,0,0,0,347.18,0,0,0,0,0,0,0,0,0,0,0,347.18,0,0,0,0,0,0,0,347.18,0,179.6,0,0,0,0,8.2,0,0,187.8,0,0,0,0,0,0,0,0,0,0,0,3055.33,0,0,0,0,76.07,0,2.1,3133.5,0,0,0,0,0,0,0,0,0,0,0,3234.93,0,0,0,0,84.27,0,2.1,3321.3,0,3582.11,0,0,0,0,84.27,0,2.1,3668.48,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230566,41974,515,DAKOTA GASIFICATION COMPANY,DAKOTA GASIFICATION COMPANY 1717 EAST INTERSTATE AVENUE,BISMARCK,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,0,0,0,39.77,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25166,,,,,,,,,,,No,0,39.77,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,39.77,INITIAL,3/9/23,3/9/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230818,42246,570,FERNDALE PIPELINE SYSTEM,30 S WACKER DRIVE,CHICAGO,IL,60606,Natural Gas,,WASHINGTON,2,4,0,30.2,0,0,0,0,2,4,0,30.2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16238,,,,,,,,,,,,,No,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,INITIAL,3/13/23,3/13/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230235,41626,585,ARGYLE MUNICIPAL GAS SYSTEM,BOX 288 106 EAST 2ND STR,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,0,0,0,2.01,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,Yes,0,2.01,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,2.01,INITIAL,2/22/23,2/22/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231193,42929,602,"ENABLE GAS TRANSMISSION, LLC",1300 Main Street,Houston,TX,77002,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,84.23,229,191.66,5165.78,0,0,0,0,84.23,229,191.66,5165.78,0,0,0,0,0,0,0,86.92,86.92,0,0,0,0,0,0,0,0,0,0,86.92,86.92,1245151.434,,,,,,,,,,,,,No,126.39,5516.79,3.08,0.25,0,0,24.16,0,0,5670.67,0,0,0,0,0,0,0,0,0,0,126.39,5516.79,3.08,0.25,0,0,24.16,0,0,5670.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.39,5516.79,3.08,0.25,0,0,24.16,0,0,5670.67,SUPPLEMENTAL,3/15/23,3/31/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231196,42652,603,SUMMIT UTILITIES INC.,10825 E GEDDES AVE SUITE 410,CENTENNIAL,CO,80112,Natural Gas,,"ARKANSAS, OKLAHOMA",7.506,14.659,9.604,38.901,0,0,0,0,7.506,14.659,9.604,38.901,0,0,0,0,7.506,7.506,0,0,0,0,0,0,0,0,0,0,0,0,0,7.506,7.506,,,,,,,,,,,,,,Yes,0,70.673,0,0,0,0,0,0,0,70.673,0,0,0,0,0,0,0,0,0,0,0,70.673,0,0,0,0,0,0,0,70.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.673,0,0,0,0,0,0,0,70.673,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231195,42651,621,ARKANSAS OKLAHOMA GAS CORP,10825 E. GEDDES AVENUE. SUITE 410,CENTENNIAL,CO,80112,Natural Gas,,"ARKANSAS, OKLAHOMA",0.76,0,11.79,102.42,0,0,0,0,0.76,0,11.79,102.42,0,0,0,0,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,,,,,,,,,,,,,,No,8.43,106.59,0,0,0,0,0,0,0,115.02,0,0,0,0,0,0,0,0,0,0,8.43,106.59,0,0,0,0,0,0,0,115.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43,106.59,0,0,0,0,0,0,0,115.02,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230713,43095,660,"ARLINGTON ENERGY GROUP, LLC",P.O. BOX 131,MAGEE,MS,39111,Natural Gas,,MISSISSIPPI,0,0,10,16,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,,,,,,,,,,,,,No,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,SUPPLEMENTAL,3/12/23,9/22/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231039,42482,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Landfill Gas,,GEORGIA,6.4,0,0,0.1,0,0,0,0,6.4,0,0,0.1,0,0,0,0,0,0,0,0,0,6.3,0.1,6.4,0,0,0,0,0,0,6.3,0.1,6.4,,,,,,,,,,,,,,Yes,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,INITIAL,3/14/23,3/14/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231045,42488,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Natural Gas,,GEORGIA,444.6,22,0.3,549.4,0,0,0,0,444.6,22,0.3,549.4,0,0,0,0,0,0,0,0,0,441.9,2.7,444.6,0,0,0,0,0,0,441.9,2.7,444.6,,,,,,,,,,,,,,Yes,0,1016.3,0,0,0,0,0,0,0,1016.3,0,0,0,0,0,0,0,0,0,0,0,1016.3,0,0,0,0,0,0,0,1016.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.3,0,0,0,0,0,0,0,1016.3,INITIAL,3/14/23,3/14/23,7100.2-1 (Rev. 3-2022)
