"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA2NAMEOFPARENT_COM,PARTA4NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
08/01/22,2010,20110456,22502,515,DAKOTA GASIFICATION COMPANY,Basin Electric Power Cooperative,Basin Electric Power Cooperative,1717 East Interstate Avenue,BEULAH,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,0,0,0,,,49695,, ,,,,,, ,,,,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,37,INITIAL,8/12/11,8/12/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110541,22589,570,ARCO WESTERN GAS PIPE LINE CO,"BP Pipelines (North America), Inc","BP Pipelines (North America), Inc",150 W Warrenville Rd,LONG BEACH,IL,60563,Natural Gas,,WASHINGTON,0,4,4,13880496,,,, ,,,,,, ,,,,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,INITIAL,8/13/11,8/13/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110210,22228,585,ARGYLE MUNICIPAL GAS SYSTEM,,City of Argyle,PO BOX 288,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,,,,0,0,0,0, ,0,,,,, ,,,No,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,INITIAL,8/4/11,8/4/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110822,25956,602,CENTERPOINT ENERGY GAS TRANSMISSION,,CenterPoint Energy,1111 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,0,96.626,96.626,1433189,,,, ,,,,,, ,,,,317.01,5828.77,0,0,0,0,26.83,0,0,6172.61,0,0,0,0,0,0,0,0,0,0,317.01,5828.77,0,0,0,0,26.83,0,0,6172.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.01,5828.77,0,0,0,0,26.83,0,0,6173,SUPPLEMENTAL,8/16/11,2/8/13,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110709,23079,603,CENTERPOINT ENERGY RESOURCES CORP.,,CenterPoint Energy Inc.,1111 Louisiana St.,SHREVEPORT,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",0,14.7,14.7,0,,,, ,,,,,, ,,,,8,198,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,8,198,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,198,0,0,0,0,0,0,0,206,SUPPLEMENTAL,8/15/11,9/29/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110197,22214,621,ARKANSAS OKLAHOMA GAS CORP,,Arkansas Oklahoma Gas Corp,115 NORTH 12TH ST,FORT SMITH,AR,72901,Natural Gas,,"ARKANSAS, OKLAHOMA",0,5.14,5.14,0,0,0,0, ,0,,,,, ,,,,35.8,186.6,0,0,0,0,0,0,0,222.4,0,0,0,0,0,0,0,0,0,0,35.8,186.6,0,0,0,0,0,0,0,222.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,186.6,0,0,0,0,0,0,0,222,INITIAL,8/4/11,8/4/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110481,22527,630,ARKANSAS WESTERN GAS CO,SourceGas,SourceGas,"370 Van Gordon St., Suite 4000",FAYETTEVILLE,CO,80228,Natural Gas,,ARKANSAS,0,24.73,24.73,247485.2,0,0,0, ,0,0,0,0,0, ,0,,,63.59,683.31,64.21,0,0,0,0,0,0,811.11,0,0,0,0,0,0,0,0,0,0,63.59,683.31,64.21,0,0,0,0,0,0,811.11,0,0,0,0,0,0,0,0,0,0,0,29.62,0,0,0,0,0,0,0,29.62,0,0,0,0,0,0,0,0,0,0,0,29.62,0,0,0,0,0,0,0,29.62,63.59,712.93,64.21,0,0,0,0,0,0,841,INITIAL,8/12/11,8/12/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110585,22633,660,"ARLINGTON GAS PIPELINE CO, LP",,"ARLINGTON GAS PIPELINE CO , LP",P.O. BOX 2287,MADISON,MS,39130,Natural Gas,,MISSISSIPPI,,,,0,0,0,0, ,0,,,,, ,,,,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,INITIAL,8/15/11,8/15/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110795,22861,792,ATLANTA GAS LIGHT CO,"AGL Resources, Inc.","AGL Resources, Inc.","10 Peachtree Place NE, Atlanta",ATLANTA,GA,30309,Natural Gas,,GEORGIA,0,415.1,415.1,0,0,0,0, ,0,,,,, ,,,,42.6,963.9,0,0,0,0,0,0,0,1006.5,0,0,0,0,0,0,0,0,0,0,42.6,963.9,0,0,0,0,0,0,0,1006.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,963.9,0,0,0,0,0,0,0,1007,INITIAL,8/16/11,8/16/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110610,26224,840,MOJAVE PIPELINE OPERATING COMPANY,,El Paso Corporation,1001 Louisiana,Colorado Springs,Texas,77002,Natural Gas,"ARIZONA, CALIFORNIA",,0,8.71,8.71,68872,,,, ,,,,,, ,,,,0,561.54,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,562,SUPPLEMENTAL,8/15/11,4/26/13,7100.2-1 (Rev. 12-2012)
08/01/22,2010,20110926,23035,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,,Air Liquide Large Industries U.S. LP,2700 Post Oak Blvd #1800,HOUSTON,TX,77056,Hydrogen Gas,,"LOUISIANA, TEXAS, WASHINGTON",0,6.32,6.32,,,,0, ,,,,,, ,,,,0,320.09,0,0,0,0,0,0,0,320.09,0,0,0,0,0,0,0,0,0,0,0,320.09,0,0,0,0,0,0,0,320.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.09,0,0,0,0,0,0,0,320,INITIAL,9/9/11,9/9/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110929,23041,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,,Air Liquide Large Industries U.S. LP,2700 Post Oak Blvd #1800,HOUSTON,TX,77056,Natural Gas,,TEXAS,0,0,0,0,,,, ,,0,,,, ,,,No,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4,INITIAL,9/12/11,9/12/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110328,22365,844,KERN RIVER GAS TRANSMISSION CO,MIDAMERICAN ENERGY HOLDINGS CO,KERN RIVER GAS TRANSMISSION CO,"2755 E. COTTONWOOD PARKWAY, SUITE 300",SALT LAKE CITY,UT,84121,Natural Gas,"CALIFORNIA, NEVADA, UTAH, WYOMING",,0,85.3,85.3,804515,,,, ,,,,,, ,,,,0,1379.7,0,0,0,0,0,0,0,1379.7,0,0,0,0,0,0,0,0,0,0,0,1379.7,0,0,0,0,0,0,0,1379.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379.7,0,0,0,0,0,0,0,1380,INITIAL,8/10/11,8/10/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110794,22860,857,"MARKWEST PINNACLE PNG UTILITY, LLC","MarkWest Energy Partners, L.P.",MarkWest Energy,"1515 Arapahoe St, Tower 2, Suite 700",Denver,CO,80202,Natural Gas,,"NEW MEXICO, TEXAS",0,17,17,85429052,,,, ,,,,,, ,,,,0,148,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,149,0,0,0,0,0,0,0,149,INITIAL,8/15/11,8/15/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110261,22287,860,"FAIRBANK, CITY OF",,City of Fairbank,116 EAST MAIN STREET,FAIRBANK,IA,50629,Natural Gas,,IOWA,0,0,0,33.421,,,, ,,,,,, ,,,,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8,INITIAL,8/8/11,8/8/11,7100.2-1 (Rev. 06-2011)
