"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/2022,2016,20172859,15238,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,15.32,15.32,,,,,,0.000,0.000,0,0.000,121919291.000,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,0,0,0,0,0,10.19,10.19,0.09,0,0.09,0.05,0,0.05,0.09,0,0.09,0,0,0,0,0,0,0,0,0,10.42,0.23,10.19,INITIAL,06/15/17,6/15/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172445,14803,999,"PACIFIC COAST ENERGY COMPANY, LP",1555 ORCUTT HILL ROAD,ORCUTT,CA,93455,,Crude Oil,,CALIFORNIA,,1.70,1.70,,,,,,0.000,240174.370,0,0.000,0.000,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,05/17/17,5/17/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172965,15351,1047,HESS CORPORATION,601 JACK STEPHAN WAY,WEST TRENTON,NJ,08628,,Refined and/or Petroleum Product (non-HVL),,NEW JERSEY,,0.00,0.00,,,,,,0.000,0.000,0,0.000,0.000,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,INITIAL,06/19/17,6/19/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172557,14921,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Crude Oil,"MONTANA, NORTH DAKOTA, WYOMING",,,67,67,,,,,,0.000,12137294845.000,0,0.000,0.000,0,708,0,0,0,0,708,0,0,0,0,0,0,0,0,708,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,360,360,149,0,149,63,0,63,18,0,18,35,0,35,63,0,63,0,0,0,688,328,360,INITIAL,06/08/17,6/8/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172558,14922,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0,0,,,,,,0.000,0.000,0,0.000,100220664.000,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,76,76,0,INITIAL,06/08/17,6/8/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172506,14870,1541,"BP PIPELINES (ALASKA), INC",PO BOX 196612 900 EAST BENSON BOULEVARD,ANCHORAGE,AK,99519,,Crude Oil,,ALASKA,,34.40,34.40,,,,,,0.000,672824423.000,0,0.000,0.000,0,0,0,34.4,0,0,34.4,0,0,0,0,0,0,0,0,0,0,34.4,0,0,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,6.1,0,0,0,5.3,0,5.3,0,0,0,0,0,0,11.4,11.4,0,INITIAL,06/02/17,6/2/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172826,15204,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Crude Oil,"INDIANA, OHIO","INDIANA, TEXAS",,6.81,6.81,,,,,,,2669971.000,,,,0,11.398,0,0,0,0,11.398,0,0,0,0,0,0,0,0,11.398,0,0,0,0,11.398,0,0,0,0,0,0,0,1.168,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0.478,0,0,0,9.631,0,9.631,0,0,0,11.277,10.109,1.168,INITIAL,06/15/17,6/15/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172828,15206,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,HVL,"ILLINOIS, INDIANA, OHIO",TEXAS,,32.385,32.385,,,,,,,,,555963775.000,,0,32.389,0,0,0,0,32.389,0,0,0,0,0,0,0,0,32.389,0,0,0,0,32.389,0,0,0,0,0,0,0,0,0,0,0.928,0.928,0,1.011,1.011,0,0,0,0,0,0,5.465,0,5.465,18.48,0,18.48,6.456,0,6.456,0,0,0,32.34,30.401,1.939,INITIAL,06/15/17,6/15/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172827,15645,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Refined and/or Petroleum Product (non-HVL),"CONNECTICUT, FLORIDA, ILLINOIS, INDIANA, IOWA, MAINE, MASSACHUSETTS, MICHIGAN, MISSOURI, NEVADA, NEW JERSEY, NEW YORK, OHIO, PENNSYLVANIA, RHODE ISLAND, TENNESSEE","ALABAMA, CALIFORNIA, TEXAS",,4154.859,4154.859,,,,,,,,,,59358729045.000,244.841,6110.211,0,0,0,0,6355.052,0,0,0,0,0,0,0,244.841,6110.211,0,0,0,0,6355.052,0,13.257,13.257,69.813,319.276,389.089,0,637.493,637.493,0,1176.776,1176.776,0,1569.721,1569.721,342.004,0,342.004,57.35,0,57.35,60.804,0,60.804,127.301,0,127.301,41.248,0,41.248,0,0,0,4415.043,698.52,3716.523,SUPPLEMENTAL,06/15/17,5/24/18,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172559,14923,1960,BUTTE PIPELINE CO,455 N. POPLAR ST.,CASPER,WY,82601,,Crude Oil,"MONTANA, WYOMING",,,27,27,,,,,,0.000,14646582226.000,0,0.000,0.000,0,459,0,0,0,0,459,0,0,0,0,0,0,0,0,459,0,0,0,0,459,0,0,0,0,0,0,0,0,0,117,35,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,273,238,35,INITIAL,06/08/17,6/8/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172386,14735,2162,DOW PIPELINE CO - CAYUSE,1000 CO. RD. 340,ANGLETON,TX,77515,,HVL,"LOUISIANA, TEXAS",,,63.28,63.28,,,,,,0.000,0.000,0,2319710989.000,0.000,0,248.74,0,0,0,0,248.74,0,0,0,0,0,0,0,0,248.74,0,0,0,0,248.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.77,0,247.77,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,247.79,247.79,0,INITIAL,03/10/17,3/10/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172964,15350,2170,CENEX PIPELINE LLC,803 HWY 212 S (PO BOX 909),LAUREL,MT,59044,,Refined and/or Petroleum Product (non-HVL),"MONTANA, NORTH DAKOTA",,,310.7,310.7,,,,,,,,,,4682952304.000,0,683.25,0,0,0,0,683.25,0,0,0,0,0,0,0,0,683.25,0,0,0,0,683.25,0,0,0,0,0,0,0,0,0,2.7,0,2.7,142.84,0,142.84,42.4,0,42.4,1,0,1,255.5,0,255.5,101.5,0,101.5,137.3,0,137.3,0,0,0,683.24,683.24,0,INITIAL,06/17/17,6/17/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172565,14929,2190,CENTRAL FLORIDA PIPELINE CORP,"1001 LOUISIANA ST., SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,,187.75,187.75,,,,,,0.000,0.000,0,0.000,3242729361.000,0,205.67,0,0,0,0,205.67,0,0,0,0,0,0,0,0,205.67,0,0,0,0,205.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,3.95,84.13,0,84.13,1.66,0,1.66,112.26,0,112.26,0.67,0,0.67,0,0,0,0,0,0,202.67,198.72,3.95,INITIAL,06/08/17,6/8/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172751,15128,2371,"WESTERN REFINING SOUTHWEST, INC","1250 W. WASHINGTON, SUITE 101",TEMPE,AZ,85281,,Crude Oil,TEXAS,,,0,0,,,,,,,119295806.000,,,,0,39.1,0,0,0,0,39.1,0,0,0,0,0,0,0,0,39.1,0,0,0,0,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,0,39.1,0,0,0,39.1,39.1,0,INITIAL,06/14/17,6/14/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172888,15267,2387,CITGO PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,Crude Oil,"LOUISIANA, TEXAS",,,53.977,53.977,,,,,,,4546522949.000,,,,0,81.676,0,0.437,0,0,82.113,0,0,0,0,0,0,0,0,81.676,0,0.437,0,0,82.113,0,17.706,17.706,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0.015,0,0,0,0.174,0,0.174,0.139,0,0.139,0,0,0,0,0,0,18.034,0.328,17.706,INITIAL,06/15/17,6/15/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172548,14912,2552,COLONIAL PIPELINE CO,1185 SANCTUARY PARKWAY SUITE 100,ALPHARETTA,GA,30009-4765,,Refined and/or Petroleum Product (non-HVL),"ALABAMA, DELAWARE, GEORGIA, LOUISIANA, MARYLAND, MISSISSIPPI, NEW JERSEY, NEW YORK, NORTH CAROLINA, PENNSYLVANIA, SOUTH CAROLINA, TENNESSEE, TEXAS, VIRGINIA, WASHINGTON DC",,,4481.99,4481.99,,,,,,,,,714689.000,822504026479.000,82.1,5517.2,0,0,0,0,5599.3,0,0,0,0,0,0,0,82.1,5517.2,0,0,0,0,5599.3,8.2,4.7,12.9,0,0,0,0,0,0,0,5.4,5.4,317.1,823.9,1141,852.2,0,852.2,227.3,0,227.3,110.5,0,110.5,67.6,0.1,67.7,5.6,0.1,5.7,0,0,0,2422.7,1588.5,834.2,INITIAL,06/08/17,6/8/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172625,14996,2564,COLORADO INTERSTATE GAS CO,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,,HVL,WYOMING,,,1.62,1.62,,,,,,0.000,0.000,0,0.000,0.000,0,6.65,0,0,0,0,6.65,0,0,0,0,0,0,0,0,6.65,0,0,0,0,6.65,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,6.55,0,INITIAL,06/12/17,6/12/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172613,14981,2564,COLORADO INTERSTATE GAS CO,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0,0,,,,,,0.000,0.000,0,0.000,0.000,0,3.32,0,0,0,0,3.32,0,0,0,0,0,0,0,0,3.32,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,3.17,0.15,0,0.15,0,0,0,0,0,0,3.32,3.32,0,INITIAL,06/12/17,6/12/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172404,14755,2714,"DOMINION TRANSMISSION, INC",925 WHITE OAKS BOULEVARD,BRIDGEPORT,WV,26330,,HVL,"PENNSYLVANIA, WEST VIRGINIA",WEST VIRGINIA,,78.586,78.586,,,,,,,,,60729086.000,,0,78.587,0,0,0,0,78.587,0,0,0,0,0,0,0,0,78.587,0,0,0,0,78.587,0,0,0,0,0,0,0,0,0,0,0,0,6.088,0,6.088,12.02,0,12.02,56.248,0,56.248,0.592,0,0.592,0.716,0,0.716,0.282,0,0.282,0,0,0,75.946,75.946,0,INITIAL,03/28/17,3/28/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172403,14754,2714,"DOMINION TRANSMISSION, INC",925 WHITE OAKS BOULEVARD,BRIDGEPORT,WV,26330,,Refined and/or Petroleum Product (non-HVL),,WEST VIRGINIA,,29.119,29.119,,,,,,,,,,2268022.000,0,29.119,0,0,0,0,29.119,0,0,0,0,0,0,0,0,29.119,0,0,0,0,29.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.187,0,27.187,0,0,0,1.88,0,1.88,0,0,0,29.067,29.067,0,INITIAL,03/28/17,3/28/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172397,14746,2730,CHEVRON PRODUCTS COMPANY,6001 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583,,Refined and/or Petroleum Product (non-HVL),,OREGON,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,03/16/17,3/16/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172706,15082,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,CO2,"COLORADO, UTAH, WYOMING",,,0.5,0.5,,,,,,233730827.000,0.000,0,0.000,0.000,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/14/17,6/14/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172778,15156,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,Crude Oil,"COLORADO, LOUISIANA, MISSISSIPPI, UTAH",CALIFORNIA,11.20,289.80,301.00,0,8352447182,0,0,0,0.000,1294968796.000,0,0.000,0.000,0,694.9,0,0,0,0,694.9,0,187.7,0,0,0,0,187.7,0,882.6,0,0,0,0,882.6,0,0,0,0,0,0,0,0,0,0,12.7,12.7,0.7,0,0.7,1.4,0,1.4,0,0,0,21.3,0,21.3,64.1,0,64.1,2.4,0,2.4,0,0,0,102.6,89.9,12.7,INITIAL,06/14/17,6/14/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2016,20172704,15080,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,HVL,,"LOUISIANA, TEXAS",,439.20,439.20,,,,,,0.000,0.000,0,22033185615.000,0.000,0,1024.7,0,0,0,0,1024.7,0,0,0,0,0,0,0,0,1024.7,0,0,0,0,1024.7,0,0,0,0,0,0,0,0,0,0,56.5,56.5,58.1,86.4,144.5,146.1,0,146.1,71.4,0,71.4,139.2,0,139.2,43.5,0,43.5,7.1,0,7.1,0,0,0,608.3,465.4,142.9,INITIAL,06/14/17,6/14/17,7000-1.1 (Rev. 06-2014)
