"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/2022,2014,20151626,13775,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,Crude Oil,OCS-Gulf of Mexico,,0.00,,0.00,0,29060817,0,0,0,,,,,,0,0,0,0,0,0,0,0,24.79,0,0,0,0,24.79,0,24.79,0,0,0,0,24.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/15/15,6/15/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151624,13773,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,HVL,,TEXAS,,21.2,21.2,,,,,,0.000,0.000,0,263948121.000,0.000,0,33.57,0,0,0,0,33.57,0,0,0,0,0,0,0,0,33.57,0,0,0,0,33.57,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,28.75,28.75,3.75,0,3.75,1.03,0,1.03,0,0,0,0.03,0,0.03,0,0,0,0,0,0,33.57,4.81,28.76,INITIAL,06/15/15,6/15/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151625,13774,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,15.32,15.32,,,,,,0.000,0.000,0,0.000,96471439.000,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.09,0,0.09,0.14,0,0.14,0.09,0,0.09,0,0,0,0,0,0,0,0,0,15.32,0.32,15,INITIAL,06/15/15,6/15/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151432,13559,999,"PACIFIC COAST ENERGY COMPANY, LP",10350 HERITAGE PARK DRIVE STE. 201,SANTA FE SPRINGS,CA,90670,,Crude Oil,,CALIFORNIA,,1.70,1.70,,,,,,0.000,355987.850,0,0.000,0.000,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/11/15,6/11/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151167,13272,1047,HESS CORPORATION,1 HESS PLAZA,WOODBRIDGE,NJ,07095,,Refined and/or Petroleum Product (non-HVL),,NEW JERSEY,,0.00,0.00,,,,,,0.000,0.000,0,0.000,0.000,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,INITIAL,05/05/15,5/5/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151582,15401,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Crude Oil,"MONTANA, NORTH DAKOTA, WYOMING",,,140,140,,,,,,0.000,3748185972.000,0,0.000,0.000,0,703,0,0,0,0,703,0,0,0,0,0,0,0,0,703,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,378,378,148,0,148,73,0,73,22,0,22,32,0,32,50,0,50,0,0,0,703,325,378,SUPPLEMENTAL,06/15/15,8/1/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151389,15403,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0,0,,,,,,0.000,0.000,0,0.000,77609470.000,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,76,49,27,SUPPLEMENTAL,06/11/15,8/1/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151463,13594,1541,"BP PIPELINES (ALASKA), INC",PO BOX 196612 900 EAST BENSON BOULEVARD,ANCHORAGE,AK,99519,,Crude Oil,,ALASKA,,34.30,34.30,,,,,,,671213562.000,,,,0,0,0,34.3,0,0,34.3,0,0,0,0,0,0,0,0,0,0,34.3,0,0,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,6.1,0,0,0,5.1,0,5.1,0,0,0,0,0,0,11.2,11.2,0,INITIAL,06/12/15,6/12/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151522,13654,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Crude Oil,"INDIANA, OHIO","INDIANA, TEXAS",,5.724,5.724,,,,,,0.000,86161923.000,0,0.000,0.000,0,7.068,0,0,0,0,7.068,0,0,0,0,0,0,0,0,7.068,0,0,0,0,7.068,0,0,0,0,0,0,0,1.168,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0.478,0,0,0,5.301,0,5.301,0,0,0,6.947,5.779,1.168,INITIAL,06/15/15,6/15/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151521,13935,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,HVL,"ILLINOIS, INDIANA, OHIO",TEXAS,,49.863,49.863,,,,,,0.000,0.000,0,671828805.000,0.000,0,49.867,0,0,0,0,49.867,0,0,0,0,0,0,0,0,49.867,0,0,0,0,49.867,0,0,0,0,0,0,0,0,0,0,0.928,0.928,0,1.011,1.011,22.823,0,22.823,0,0,0,5.376,0,5.376,18.449,0,18.449,0,0,0,0,0,0,48.587,46.648,1.939,SUPPLEMENTAL,06/15/15,1/11/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151519,13936,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Refined and/or Petroleum Product (non-HVL),"CONNECTICUT, FLORIDA, ILLINOIS, INDIANA, IOWA, MAINE, MASSACHUSETTS, MICHIGAN, MISSOURI, NEVADA, NEW JERSEY, NEW YORK, OHIO, PENNSYLVANIA, TENNESSEE","ALABAMA, CALIFORNIA, TEXAS",,3899.588,3899.588,,,,,,0.000,0.000,0,0.000,54265748097.000,371.245,5785.841,0,0,0,0,6157.086,0,0,0,0,0,0,0,371.245,5785.841,0,0,0,0,6157.086,0,0,0,0,177.308,177.308,0,797.128,797.128,0,953.384,953.384,0,1786.014,1786.014,337.771,0,337.771,49.877,0,49.877,56.382,0,56.382,161.14,0,161.14,26.517,0,26.517,0,0,0,4345.521,631.687,3713.834,SUPPLEMENTAL,06/15/15,1/11/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151417,15405,1960,BUTTE PIPELINE CO,455 N. POPLAR ST.,CASPER,WY,82601,,Crude Oil,"MONTANA, WYOMING",,,26,26,,,,,,0.000,14248221999.000,0,0.000,0.000,0,459,0,0,0,0,459,0,0,0,0,0,0,0,0,459,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,338,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,459,121,338,SUPPLEMENTAL,06/11/15,8/1/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151415,13541,2162,DOW PIPELINE CO - CAYUSE,1000 CO. RD. 340,ANGLETON,TX,77515,,HVL,"LOUISIANA, TEXAS",LOUISIANA,,62.52,62.52,,,,,,0.000,0.000,0,3370313216.000,0.000,0,248.75,0,0,0,0,248.75,0,0,0,0,0,0,0,0,248.75,0,0,0,0,248.75,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,248.38,0,248.38,0.09,0,0.09,0,0,0,0.02,0,0.02,0.22,0,0.22,0,0,0,248.75,248.75,0,INITIAL,06/11/15,6/11/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151512,13644,2170,CENEX PIPELINE LLC,803 HWY 212 S (PO BOX 909),LAUREL,MT,59044,,Refined and/or Petroleum Product (non-HVL),"MONTANA, NORTH DAKOTA",,,310.7,310.7,,,,,,0.000,0.000,0,0.000,5084784966.000,0,683.25,0,0,0,0,683.25,0,0,0,0,0,0,0,0,683.25,0,0,0,0,683.25,0,0,0,0,0,0,0,0,0,28.73,0,28.73,188.24,0,188.24,20.43,0,20.43,1,0,1,255.5,0,255.5,121.5,0,121.5,67.85,0,67.85,0,0,0,683.25,683.25,0,INITIAL,06/13/15,6/13/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151471,13602,2190,CENTRAL FLORIDA PIPELINE CORP,"1001 LOUISIANA ST., SUITE 1000 SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,,185.64,185.64,,,,,,0.000,0.000,0,0.000,3618117616.000,0,205.57,0,0,0,0,205.57,0,0,0,0,0,0,0,0,205.57,0,0,0,0,205.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,3.95,84.23,0,84.23,1.66,0,1.66,112.27,0,112.27,0.67,0,0.67,0,0,0,0,0,0,202.78,198.83,3.95,INITIAL,06/12/15,6/12/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151163,13267,2339,CHEVRON PRODUCTS COMPANY - HAWAII,91-480 MALAKOLE STREET PO BOX 29789,"KAPOLEI,",HI,96707-1807,,Refined and/or Petroleum Product (non-HVL),,HAWAII,,62.8,62.8,,,,,,,,,,306594226.000,0,62.8,0,0,0,0,62.8,0,0,0,0,0,0,0,0,62.8,0,0,0,0,62.8,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,12.8,0,0,0,0,0,0,30.8,12.8,18,INITIAL,04/30/15,4/30/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151503,13635,2371,"WESTERN REFINING SOUTHWEST, INC","1250 W. WASHINGTON, SUITE 101",TEMPE,AZ,85281,,Crude Oil,NEW MEXICO,,,76.9,76.9,,,,,,,0.000,,,,0,299,0,0,0,0,299,0,0,0,0,0,0,0,0,299,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,299,1,298,INITIAL,06/12/15,6/12/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151613,13762,2387,CITGO PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,Crude Oil,"LOUISIANA, TEXAS",,,67.486,67.486,,,,,,,3396363276.000,,,,0,81.676,0,0.301,0,0,81.977,0,0,0,0,0,0,0,0,81.676,0,0.301,0,0,81.977,0,0,0,0,0,0,0,0,0,0,0.141,0.141,0,0,0,0,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0.156,INITIAL,06/15/15,6/15/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151590,13738,2552,COLONIAL PIPELINE CO,1185 SANCTUARY PARKWAY SUITE 100,ALPHARETTA,GA,30009-4765,,HVL,LOUISIANA,,,0.00,0.00,,,,,,,,,167677.000,,0,0.69,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.69,0,0,0,0.69,0.69,0,INITIAL,06/15/15,6/15/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151568,13824,2552,COLONIAL PIPELINE CO,1185 SANCTUARY PARKWAY SUITE 100,ALPHARETTA,GA,30009-4765,,Refined and/or Petroleum Product (non-HVL),"ALABAMA, DELAWARE, GEORGIA, LOUISIANA, MARYLAND, MISSISSIPPI, NEW JERSEY, NEW YORK, NORTH CAROLINA, PENNSYLVANIA, SOUTH CAROLINA, TENNESSEE, TEXAS, VIRGINIA, WASHINGTON DC",,,4458.6,4458.6,,,,,,,,,,852749084439.000,82.1,5504.4,0,0,0,0,5586.5,0,0,0,0,0,0,0,82.1,5504.4,0,0,0,0,5586.5,8.2,5.8,14,0,0,0,0,0,0,0,5.4,5.4,317.9,833.9,1151.8,852.4,0,852.4,228.1,0,228.1,110.6,0,110.6,67.6,0.1,67.7,4.6,0,4.6,0,0,0,2434.6,1589.4,845.2,SUPPLEMENTAL,06/15/15,6/23/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151339,13460,2564,COLORADO INTERSTATE GAS CO,1001 LOUISIANA ST,HOUSTON,TX,77002,,HVL,WYOMING,,,2.18,2.18,,,,,,0.000,0.000,0,209350.000,0.000,0,6.65,0,0,0,0,6.65,0,0,0,0,0,0,0,0,6.65,0,0,0,0,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,6.55,INITIAL,06/09/15,6/9/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151338,13459,2564,COLORADO INTERSTATE GAS CO,1001 LOUISIANA ST,HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0,0,,,,,,0.000,0.000,0,0.000,667940.000,0,3.32,0,0,0,0,3.32,0,0,0,0,0,0,0,0,3.32,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,3.17,0.15,0,0.15,0,0,0,0,0,0,3.32,3.32,0,INITIAL,06/09/15,6/9/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151171,13276,2714,"DOMINION TRANSMISSION, INC",P.O. BOX 2450 445 WEST MAIN STREET,CLARKSBURG,WV,26301,,HVL,"PENNSYLVANIA, WEST VIRGINIA",WEST VIRGINIA,,137.827,137.827,,,,,,0.000,0.000,0,145594573.000,0.000,0,137.83,0,0,0,0,137.83,0,0,0,0,0,0,0,0,137.83,0,0,0,0,137.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,12.02,56.279,0,56.279,0.592,0,0.592,2.311,0,2.311,59.542,0,59.542,0,0,0,130.744,130.744,0,INITIAL,05/09/15,5/9/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151170,13275,2714,"DOMINION TRANSMISSION, INC",P.O. BOX 2450 445 WEST MAIN STREET,CLARKSBURG,WV,26301,,Refined and/or Petroleum Product (non-HVL),,WEST VIRGINIA,,29.168,29.168,,,,,,0.000,0.000,0,0.000,7786125.000,0,29.168,0,0,0,0,29.168,0,0,0,0,0,0,0,0,29.168,0,0,0,0,29.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.22,0,27.22,0.068,0,0.068,1.88,0,1.88,0,0,0,29.168,29.168,0,INITIAL,05/09/15,5/9/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151126,13227,2730,CHEVRON PRODUCTS COMPANY,6001 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583,,Refined and/or Petroleum Product (non-HVL),,"HAWAII, OREGON",,,0.00,,,,,,0.000,0.000,0,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,04/01/15,4/1/15,7000-1.1 (Rev. 06-2014)
8/1/2022,2014,20151288,13404,2731,CHEVRON PIPE LINE CO,4800 FOURNACE PLACE RM C388,BELLAIRE,TX,77401-2324,,CO2,"COLORADO, UTAH, WYOMING",,,0.50,0.50,,,,,,278803744.000,0.000,0,0.000,0.000,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/04/15,6/4/15,7000-1.1 (Rev. 06-2014)
