"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/2022,2013,20141060,13095,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP","ONE WILLIAMS CENTER, P.O. BOX 645",TULSA,OK,74172,,HVL,,TEXAS,,21.2,21.2,,,,,,0.000,0.000,0,112166831.000,0.000,0,89.65,0,0,0,0,89.65,0,0,0,0,0,0,0,0,89.65,0,0,0,0,89.65,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,84.51,84.51,3.75,0,3.75,1.3,0,1.3,0.04,0,0.04,0.04,0,0.04,0,0,0,0,0,0,89.65,5.13,84.52,INITIAL,06/16/14,6/16/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20141061,13096,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP","ONE WILLIAMS CENTER, P.O. BOX 645",TULSA,OK,74172,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,15.32,15.32,,,,,,0.000,0.000,0,0.000,141470243.000,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.09,0,0.09,0.14,0,0.14,0.09,0,0.09,0,0,0,0,0,0,0,0,0,15.32,0.32,15,INITIAL,06/16/14,6/16/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140581,12572,999,"PACIFIC COAST ENERGY COMPANY, LP","515 S FLOWER STREET , Ste. 4800",LOS ANGELES,CA,90071,,Crude Oil,,CALIFORNIA,,1.7,1.7,,,,,,,384235.700,,,,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,04/23/14,4/23/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140727,13148,1047,HESS CORPORATION,1 HESS PLAZA,WOODBRIDGE,NJ,07095,,Refined and/or Petroleum Product (non-HVL),,NEW JERSEY,,0,0,,,,,,0.000,0.000,0,0.000,0.000,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,SUPPLEMENTAL,06/09/14,6/30/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140977,13004,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Crude Oil,"MONTANA, NORTH DAKOTA, WYOMING",,,128,128,,,,,,,1118923370.000,,,,0,613,0,0,0,0,613,0,0,0,0,0,0,0,0,613,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,187,187,189,0,189,49,0,49,19,0,19,32,0,32,9,0,9,0,0,0,485,298,187,INITIAL,06/13/14,6/13/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140978,13005,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,,0,,,,,,,,,,117372632.000,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,75,26,49,INITIAL,06/13/14,6/13/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140968,12995,1541,"BP PIPELINES (ALASKA), INC","PO BOX 196612, 900 EAST BENSON BOULEVARD",ANCHORAGE,AK,99519,,Crude Oil,,ALASKA,10.7,91.1,101.8,,36174207,,,,,769695425.000,,,,0,1.1,0,90,0,0,91.1,0,6,0,4.7,0,0,10.7,0,7.1,0,94.7,0,0,101.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,0,43.3,36.1,0,36.1,5.1,0,5.1,0,0,0,0,0,0,84.5,84.5,0,INITIAL,06/13/14,6/13/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140967,13218,1541,"BP PIPELINES (ALASKA), INC","PO BOX 196612, 900 EAST BENSON BOULEVARD",ANCHORAGE,AK,99519,,HVL,,ALASKA,,11.2,11.2,,,,,,,,,169954033.000,,0,0,0,11.2,0,0,11.2,0,0,0,0,0,0,0,0,0,0,11.2,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPPLEMENTAL,06/13/14,1/7/15,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140751,12759,1845,"BUCKEYE PARTNERS, LP","FIVE TEK PARK, 9999 HAMILTON BOULEVARD",BREINIGSVILLE,PA,18031,,Crude Oil,INDIANA,,,1.215,1.215,,,,,,,6099199.000,,,,0,1.215,0,0,0,0,1.215,0,0,0,0,0,0,0,0,1.215,0,0,0,0,1.215,0,0.598,0.598,0,0,0,0,0,0,0,0,0,0,0.593,0.593,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0.024,0,0,0,1.215,0.024,1.191,INITIAL,06/10/14,6/10/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140752,12760,1845,"BUCKEYE PARTNERS, LP","FIVE TEK PARK, 9999 HAMILTON BOULEVARD",BREINIGSVILLE,PA,18031,,HVL,"ILLINOIS, INDIANA",TEXAS,,47.924,47.924,,,,,,,,,722496768.000,,0,47.928,0,0,0,0,47.928,0,0,0,0,0,0,0,0,47.928,0,0,0,0,47.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.823,0,22.823,0,0,0,5.376,0,5.376,18.45,0,18.45,0,0,0,0,0,0,46.649,46.649,0,INITIAL,06/10/14,6/10/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140753,13213,1845,"BUCKEYE PARTNERS, LP","FIVE TEK PARK, 9999 HAMILTON BOULEVARD",BREINIGSVILLE,PA,18031,,Refined and/or Petroleum Product (non-HVL),"CONNECTICUT, FLORIDA, ILLINOIS, INDIANA, IOWA, MAINE, MASSACHUSETTS, MICHIGAN, MISSOURI, NEVADA, NEW JERSEY, NEW YORK, OHIO, PENNSYLVANIA, TENNESSEE","ALABAMA, CALIFORNIA",,3984.552,3984.552,,,,,,,39540083.000,,,57687713548.000,244.587,6111.517,0,0,0,0,6356.104,0,0,0,0,0,0,0,244.587,6111.517,0,0,0,0,6356.104,0,321.412,321.412,0,0,0,0,743,743,0,1264.077,1264.077,0,1740.112,1740.112,341.68,0,341.68,57.423,0,57.423,99.077,0,99.077,126.052,0,126.052,4.034,0,4.034,0,0,0,4696.867,628.266,4068.601,SUPPLEMENTAL,06/10/14,11/26/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140975,13002,1960,BUTTE PIPELINE CO,455 N. POPLAR ST.,CASPER,WY,82601,,Crude Oil,"MONTANA, WYOMING",,,26,26,,,,,,,11530303943.000,,,,0,338,0,0,0,0,338,0,0,0,0,0,0,0,0,338,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,151,INITIAL,06/13/14,6/13/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140840,12852,2162,DOW PIPELINE CO - CAYUSE,1000 CO. RD. 340,ANGLETON,TX,77515,,HVL,"LOUISIANA, TEXAS",,,62.41,62.41,,,,,,0.000,0.000,0,153482241.000,0.000,0,248.6,0,0,0,0,248.6,0,0,0,0,0,0,0,0,248.6,0,0,0,0,248.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.6,0,248.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.6,248.6,0,INITIAL,06/12/14,6/12/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20141011,13038,2170,CENEX PIPELINE LLC,"803 HWY 212 S, (PO BOX 909)",LAUREL,MT,59044,,Refined and/or Petroleum Product (non-HVL),"MONTANA, NORTH DAKOTA",,,310.7,310.7,,,,,,,,,,4327165058.000,0,681.1,0,0,0,0,681.1,0,0,0,0,0,0,0,0,681.1,0,0,0,0,681.1,0,0,0,0,0,0,0,0,0,0,26.03,26.03,0,188,188,23.1,0,23.1,2.7,0,2.7,295,0,295,101.9,0,101.9,44.37,0,44.37,0,0,0,681.1,467.07,214.03,INITIAL,06/14/14,6/14/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140623,12621,2190,CENTRAL FLORIDA PIPELINE CORP,"1001 LOUISIANA ST., SUITE 1000, SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,,185.16,185.16,,,,,,0.000,0.000,0,0.000,3576167501.000,0,205.57,0,0,0,0,205.57,0,0,0,0,0,0,0,0,205.57,0,0,0,0,205.57,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,5.53,84.74,0,84.74,1.66,0,1.66,112.27,0,112.27,0.67,0,0.67,0,0,0,0,0,0,204.87,199.34,5.53,INITIAL,05/16/14,5/16/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140747,12755,2339,CHEVRON PRODUCTS COMPANY - HAWAII,"91-480 MALAKOLE STREET, PO BOX 29789","KAPOLEI,",HI,96707-1807,,Refined and/or Petroleum Product (non-HVL),,HAWAII,,62.8,62.8,,,,,,,,,,228965193.000,0,62.8,0,0,0,0,62.8,0,0,0,0,0,0,0,0,62.8,0,0,0,0,62.8,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,12.8,0,0,0,0,0,0,30.8,12.8,18,INITIAL,06/09/14,6/9/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140992,13019,2371,"WESTERN REFINING SOUTHWEST, INC","1250 W. WASHINGTON, SUITE 101",TEMPE,AZ,85281,,Crude Oil,NEW MEXICO,,,62.9,62.9,,,,,,0.000,0.000,0,0.000,0.000,0,299,0,0,0,0,299,0,0,0,0,0,0,0,0,299,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,299,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,299,INITIAL,06/13/14,6/13/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20141074,13109,2387,CITGO PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,Crude Oil,"LOUISIANA, TEXAS",,,58.16,58.16,,,,,,,2231721383.000,,,,0,64.326,0,0.371,0,0,64.697,0,0,0,0,0,0,0,0,64.326,0,0.371,0,0,64.697,0,0.642,0.642,0,0,0,0,0,0,0,0.141,0.141,0,0,0,0,0.015,0.015,0,0,0,0.174,0,0.174,0.139,0,0.139,0,0,0,0,0,0,1.111,0.313,0.798,INITIAL,06/16/14,6/16/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140943,13202,2552,COLONIAL PIPELINE CO,"1185 SANCTUARY PARKWAY, SUITE 100",ALPHARETTA,GA,30009-4765,,Refined and/or Petroleum Product (non-HVL),"ALABAMA, DELAWARE, GEORGIA, LOUISIANA, MARYLAND, MISSISSIPPI, NEW JERSEY, NEW YORK, NORTH CAROLINA, PENNSYLVANIA, SOUTH CAROLINA, TENNESSEE, TEXAS, VIRGINIA, WASHINGTON DC",,,4209.6,4209.6,,,,,,,,,,860596011853.000,82.1,5503,0,0,0,0,5585.1,0,0,0,0,0,0,0,82.1,5503,0,0,0,0,5585.1,0,14,14,0,0,0,0,0,0,0,5.4,5.4,318.4,834.4,1152.8,852.4,0,852.4,228.3,0,228.3,108.8,0,108.8,67.3,0.1,67.4,3.6,0,3.6,0,0,0,2432.7,1578.8,853.9,SUPPLEMENTAL,06/13/14,8/28/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140834,12846,2564,COLORADO INTERSTATE GAS CO,1001 LOUISIANA ST,HOUSTON,TX,77002,,HVL,WYOMING,,,5.02,5.02,,,,,,0.000,0.000,0,191000.000,0.000,0,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,0,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,6.6,0.1,6.5,INITIAL,06/12/14,6/12/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140833,12845,2564,COLORADO INTERSTATE GAS CO,1001 LOUISIANA ST,HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0,0,,,,,,0.000,0.000,0,0.000,609346.000,0,3.3,0,0,0,0,3.3,0,0,0,0,0,0,0,0,3.3,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,3.3,0,0,0,0,0,0,0,0,0,3.3,3.3,0,INITIAL,06/12/14,6/12/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140569,12558,2714,"DOMINION TRANSMISSION, INC","P.O. BOX 2450, 445 WEST MAIN STREET",CLARKSBURG,WV,26301,,HVL,"PENNSYLVANIA, WEST VIRGINIA",WEST VIRGINIA,,78.57,78.57,,,,,,,,,145594573.000,,0,78.57,0,0,0,0,78.57,0,0,0,0,0,0,0,0,78.57,0,0,0,0,78.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.019,0,12.019,56.279,0,56.279,0.592,0,0.592,2.312,0,2.312,0.282,0,0.282,0,0,0,71.484,71.484,0,INITIAL,04/10/14,4/10/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140567,12556,2714,"DOMINION TRANSMISSION, INC","P.O. BOX 2450, 445 WEST MAIN STREET",CLARKSBURG,WV,26301,,Refined and/or Petroleum Product (non-HVL),,WEST VIRGINIA,0,29.168,29.168,,,,,0,,,,,7786125.000,0,29.168,0,0,0,0,29.168,0,0,0,0,0,0,0,0,29.168,0,0,0,0,29.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.22,0,27.22,0.068,0,0.068,1.88,0,1.88,0,0,0,29.168,29.168,0,INITIAL,04/10/14,4/10/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140621,12619,2730,CHEVRON PRODUCTS COMPANY,6001 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583,,Refined and/or Petroleum Product (non-HVL),,"HAWAII, OREGON",,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,05/15/14,5/15/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20140826,12838,2731,CHEVRON PIPE LINE CO,"4800 FOURNACE PLACE, RM C388",BELLAIRE,TX,77401-2324,,CO2,"COLORADO, UTAH, WYOMING",,,0.5,0.5,,,,,,276705762.000,0.000,,0.000,0.000,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/12/14,6/12/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2013,20141004,13031,2731,CHEVRON PIPE LINE CO,"4800 FOURNACE PLACE, RM C388",BELLAIRE,TX,77401-2324,,Crude Oil,"COLORADO, LOUISIANA, MISSISSIPPI, UTAH",CALIFORNIA,11.2,381.7,392.9,0,2849849388,0,0,0,0.000,5218654698.000,0,0.000,0.000,0,1176.2,0,0,0,0,1176.2,0,128,0,0,0,0,128,0,1304.2,0,0,0,0,1304.2,0,55.9,55.9,0,0,0,0,184.2,184.2,0,43,43,1.8,67.2,69,10.6,0,10.6,24,0,24,15.2,0,15.2,40.7,0,40.7,1.6,0,1.6,0,0,0,444.2,93.9,350.3,INITIAL,06/14/14,6/14/14,7000-1.1 (Rev. 06-2011)
