"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/2022,2015,20162074,14331,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,Crude Oil,OCS-Gulf of Mexico,,0.00,,0.00,0,62262973,0,0,0,,,,,,0,0,0,0,0,0,0,0,25.38,0,0,0,0,25.38,0,25.38,0,0,0,0,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43,0,17.43,0,0,0,17.43,17.43,0,INITIAL,06/13/16,6/13/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162075,14332,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,HVL,,TEXAS,,20.73,20.73,,,,,,0.000,0.000,0,231685826.000,0.000,0,29.16,0,0,0,0,29.16,0,0,0,0,0,0,0,0,29.16,0,0,0,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,26.54,26.54,1.26,0,1.26,1.04,0,1.04,0,0,0,0.02,0,0.02,0.01,0,0.01,0,0,0,28.87,2.33,26.54,INITIAL,06/13/16,6/13/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162076,14333,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,15.32,15.32,,,,,,0.000,0.000,0,0.000,115851699.000,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,15.32,0,0,0,0,15.32,0,0,0,0,0,0,0,0,0,0,0,0,0,10.19,10.19,0.09,0,0.09,0.05,0,0.05,0.09,0,0.09,0,0,0,0,0,0,0,0,0,10.42,0.23,10.19,INITIAL,06/13/16,6/13/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20161823,14053,999,"PACIFIC COAST ENERGY COMPANY, LP",10350 HERITAGE PARK DRIVE STE. 201,SANTA FE SPRINGS,CA,90670,,Crude Oil,,CALIFORNIA,,1.70,1.70,,,,,,0.000,355987.850,0,0.000,0.000,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,05/16/16,5/16/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162320,14606,1047,HESS CORPORATION,601 JACK STEPHAN WAY,WEST TRENTON,NJ,08628,,Refined and/or Petroleum Product (non-HVL),,NEW JERSEY,,0.00,0.00,,,,,,0.000,0.000,0,0.000,0.000,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,INITIAL,06/21/16,6/21/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162198,15402,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Crude Oil,"MONTANA, NORTH DAKOTA, WYOMING",,,64,64,,,,,,0.000,10663210197.000,0,0.000,0.000,0,707,0,0,0,0,707,0,0,0,0,0,0,0,0,707,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,359,359,149,0,149,63,0,63,18,0,18,35,0,35,63,0,63,0,0,0,687,328,359,SUPPLEMENTAL,06/15/16,8/1/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162197,15404,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0,0,,,,,,0.000,0.000,0,0.000,123878121.000,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,76,76,0,SUPPLEMENTAL,06/15/16,8/1/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20161922,14159,1541,"BP PIPELINES (ALASKA), INC",PO BOX 196612 900 EAST BENSON BOULEVARD,ANCHORAGE,AK,99519,,Crude Oil,,ALASKA,,34.50,34.50,,,,,,,671087321.000,,,,0,0,0,34.5,0,0,34.5,0,0,0,0,0,0,0,0,0,0,34.5,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,6.1,0,0,0,5.3,0,5.3,0,0,0,0,0,0,11.4,11.4,0,INITIAL,06/08/16,6/8/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162189,14459,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Crude Oil,"INDIANA, OHIO","INDIANA, TEXAS",,7.748,7.748,,,,,,,4400025.000,,,,11.192,0,0,0,0,0,11.192,0,0,0,0,0,0,0,11.192,0,0,0,0,0,11.192,0,0,0,0,0,0,0,1.168,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0.478,0,0,0,8.417,0.918,9.335,0,0,0,10.981,8.895,2.086,INITIAL,06/15/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162194,14675,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,HVL,"ILLINOIS, INDIANA, OHIO",TEXAS,,24.112,24.112,,,,,,,,,512925629.000,,0,24.116,0,0,0,0,24.116,0,0,0,0,0,0,0,0,24.116,0,0,0,0,24.116,0,0,0,0,0,0,0,0,0,0,0.928,0.928,0,1.011,1.011,0,0,0,0,0,0,0,0,0,18.449,0,18.449,3.728,0,3.728,0,0,0,24.116,22.177,1.939,SUPPLEMENTAL,06/15/16,11/22/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162280,14556,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Refined and/or Petroleum Product (non-HVL),"CONNECTICUT, FLORIDA, ILLINOIS, INDIANA, IOWA, MAINE, MASSACHUSETTS, MICHIGAN, MISSOURI, NEVADA, NEW JERSEY, NEW YORK, OHIO, PENNSYLVANIA, RHODE ISLAND, TENNESSEE","ALABAMA, CALIFORNIA, TEXAS",,4266.43,4266.43,,,,,,,,,,62444452255.242,371.621,6238.502,0,0,0,0,6610.123,0,0,0,0,0,0,0,371.621,6238.502,0,0,0,0,6610.123,0,13.257,13.257,0,634.144,634.144,0,639.641,639.641,0,1262.631,1262.631,0,1569.45,1569.45,343.02,0,343.02,57.343,0,57.343,63.235,0.008,63.243,130.299,0,130.299,38.103,0.021,38.124,0,0,0,4751.152,632,4119.152,INITIAL,06/15/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162200,15406,1960,BUTTE PIPELINE CO,455 N. POPLAR ST.,CASPER,WY,82601,,Crude Oil,"MONTANA, WYOMING",,,27,27,,,,,,0.000,15017141653.000,0,0.000,0.000,0,459,0,0,0,0,459,0,0,0,0,0,0,0,0,459,0,0,0,0,459,0,0,0,0,0,0,0,0,0,117,35,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,273,238,35,SUPPLEMENTAL,06/15/16,8/1/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162231,14503,2162,DOW PIPELINE CO - CAYUSE,1000 CO. RD. 340,ANGLETON,TX,77515,,HVL,"LOUISIANA, TEXAS",,,62.52,62.52,,,,,,0.000,0.000,0,2092624245.000,0.000,0,248.74,0,0,0,0,248.74,0,0,0,0,0,0,0,0,248.74,0,0,0,0,248.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.77,0,247.77,0.09,0,0.09,0,0,0,0.02,0,0.02,0.003,0,0.003,0,0,0,247.883,247.883,0,INITIAL,06/15/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162248,14555,2170,CENEX PIPELINE LLC,803 HWY 212 S (PO BOX 909),LAUREL,MT,59044,,Refined and/or Petroleum Product (non-HVL),"MONTANA, NORTH DAKOTA",,,310.7,310.7,,,,,,,,,,5139726208.000,0,683.25,0,0,0,0,683.25,0,0,0,0,0,0,0,0,683.25,0,0,0,0,683.25,0,0,0,0,0,0,0,0,0,2.7,0,2.7,188.24,0,188.24,42.4,0,42.4,1,0,1,255.5,0,255.5,101.5,0,101.5,91.91,0,91.91,0,0,0,683.25,683.25,0,SUPPLEMENTAL,06/15/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162110,14369,2190,CENTRAL FLORIDA PIPELINE CORP,"1001 LOUISIANA ST., SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,,186.33,186.33,,,,,,0.000,0.000,0,0.000,3639073629.000,0,205.67,0,0,0,0,205.67,0,0,0,0,0,0,0,0,205.67,0,0,0,0,205.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,3.95,84.13,0,84.13,1.66,0,1.66,112.27,0,112.27,0.67,0,0.67,0,0,0,0,0,0,202.68,198.73,3.95,INITIAL,06/14/16,6/14/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162180,14450,2339,CHEVRON PRODUCTS COMPANY - HAWAII,91-480 MALAKOLE STREET PO BOX 29789,"KAPOLEI,",HI,96707-1807,,Refined and/or Petroleum Product (non-HVL),,HAWAII,,45.2,45.2,,,,,,0.000,0.000,0,0.000,248523774.000,0,45.2,0,0,0,0,45.2,0,0,0,0,0,0,0,0,45.2,0,0,0,0,45.2,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,INITIAL,06/14/16,6/14/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162294,14572,2371,"WESTERN REFINING SOUTHWEST, INC","1250 W. WASHINGTON, SUITE 101",TEMPE,AZ,85281,,Crude Oil,TEXAS,,,0,0,,,,,,0.000,20031478.000,0,0.000,0.000,0,39,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,39,39,0,INITIAL,06/15/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162311,14589,2387,CITGO PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,Crude Oil,"LOUISIANA, TEXAS",,,53.977,53.977,,,,,,,4412727810.000,,,,0,81.676,0,0.301,0,0,81.977,0,0,0,0,0,0,0,0,81.676,0,0.301,0,0,81.977,0,17.706,17.706,0,0,0,0,0,0,0,0.141,0.141,0,0,0,0,0.015,0.015,0,0,0,0.174,0,0.174,0.139,0,0.139,0,0,0,0,0,0,18.175,0.313,17.862,INITIAL,06/15/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162183,14753,2552,COLONIAL PIPELINE CO,1185 SANCTUARY PARKWAY SUITE 100,ALPHARETTA,GA,30009-4765,,Refined and/or Petroleum Product (non-HVL),"ALABAMA, DELAWARE, GEORGIA, LOUISIANA, MARYLAND, MISSISSIPPI, NEW JERSEY, NEW YORK, NORTH CAROLINA, PENNSYLVANIA, SOUTH CAROLINA, TENNESSEE, TEXAS, VIRGINIA, WASHINGTON DC",,,4500.92,4500.92,,,,,,,,,538553.000,879841123629.000,82.1,5517.3,0,0,0,0,5599.4,0,0,0,0,0,0,0,82.1,5517.3,0,0,0,0,5599.4,8.2,4.7,12.9,0,0,0,0,0,0,0,5.4,5.4,317.2,823.9,1141.1,852.2,0,852.2,227.3,0,227.3,110.5,0,110.5,67.6,0.1,67.7,5.7,0,5.7,0,0,0,2422.8,1588.7,834.1,SUPPLEMENTAL,06/15/16,3/28/17,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162196,14467,2564,COLORADO INTERSTATE GAS CO,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,,HVL,WYOMING,,,2.29,2.29,,,,,,0.000,0.000,0,12325.900,0.000,0,6.65,0,0,0,0,6.65,0,0,0,0,0,0,0,0,6.65,0,0,0,0,6.65,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,6.55,0,INITIAL,06/15/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162199,14470,2564,COLORADO INTERSTATE GAS CO,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0,0,,,,,,0.000,0.000,0,0.000,13480.420,0,3.32,0,0,0,0,3.32,0,0,0,0,0,0,0,0,3.32,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,3.17,0.15,0,0.15,0,0,0,0,0,0,3.32,3.32,0,INITIAL,06/15/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20161759,14540,2714,"DOMINION TRANSMISSION, INC",925 WHITE OAKS BOULEVARD,BRIDGEPORT,WV,26330,,HVL,"PENNSYLVANIA, WEST VIRGINIA",WEST VIRGINIA,,78.573,78.573,,,,,,0.000,0.000,0,108027795.000,0.000,0,78.573,0,0,0,0,78.573,0,0,0,0,0,0,0,0,78.573,0,0,0,0,78.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,12.02,56.28,0,56.28,0.593,0,0.593,2.312,0,2.312,3.099,0,3.099,0,0,0,74.304,74.304,0,SUPPLEMENTAL,03/11/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20161760,14542,2714,"DOMINION TRANSMISSION, INC",925 WHITE OAKS BOULEVARD,BRIDGEPORT,WV,26330,,Refined and/or Petroleum Product (non-HVL),,WEST VIRGINIA,,29.168,29.168,,,,,,0.000,0.000,0,0.000,3162515.000,0,29.168,0,0,0,0,29.168,0,0,0,0,0,0,0,0,29.168,0,0,0,0,29.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.22,0,27.22,0.068,0,0.068,1.88,0,1.88,0,0,0,29.168,29.168,0,SUPPLEMENTAL,03/11/16,6/15/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20161769,13987,2730,CHEVRON PRODUCTS COMPANY,6001 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583,,Refined and/or Petroleum Product (non-HVL),,"HAWAII, OREGON",,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,03/21/16,3/21/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20161989,14234,2731,CHEVRON PIPE LINE CO,4800 FOURNACE PLACE RM C388,BELLAIRE,TX,77401-2324,,CO2,"COLORADO, UTAH, WYOMING",,,0.50,0.50,,,,,,224752522.000,0.000,0,0.000,0.000,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/10/16,6/10/16,7000-1.1 (Rev. 06-2014)
8/1/2022,2015,20162020,14762,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,Crude Oil,"COLORADO, LOUISIANA, MISSISSIPPI, UTAH",CALIFORNIA,7.80,376.30,384.10,0,3501581449,0,0,0,0.000,5441489382.000,0,0.000,0.000,0,1118.7,0,0,0,0,1118.7,0,255,0,0,0,0,255,0,1373.7,0,0,0,0,1373.7,0,0,0,0,0,0,0,29.5,29.5,0,12.7,12.7,1.6,40,41.6,2.4,0,2.4,0,0,0,15.2,0,15.2,40.7,0,40.7,1.6,0,1.6,0,0,0,143.7,61.5,82.2,SUPPLEMENTAL,06/13/16,4/7/17,7000-1.1 (Rev. 06-2014)
