"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/2022,2012,20130503,12348,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP","ONE WILLIAMS CENTER, P.O. BOX 645",TULSA,OK,74101,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,15.3,15.3,,,,,,,,,,18955590.000,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,INITIAL,06/26/13,6/26/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130226,12013,999,"PACIFIC COAST ENERGY COMPANY, LP","515 S FLOWER STREET , Ste. 4800",LOS ANGELES,CA,90071,,Crude Oil,,CALIFORNIA,,3.54,3.54,,,,,,,1456600.000,,,,0,3.54,0,0,0,0,3.54,0,0,0,0,0,0,0,0,3.54,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/11/13,6/11/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130293,12094,1047,HESS CORPORATION,1 HESS PLAZA,WOODBRIDGE,NJ,07095,,Refined and/or Petroleum Product (non-HVL),,NEW JERSEY,,0,0,,,,,,0.000,0.000,0,0.000,0.000,0,17.93,0,0,0,0,17.93,0,0,0,0,0,0,0,0,17.93,0,0,0,0,17.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.93,0,17.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.93,17.93,0,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130361,12174,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Crude Oil,"MONTANA, NORTH DAKOTA, WYOMING",,,126,126,,,,,,0.000,793758981.000,0,0.000,0.000,0,475,0,0,0,0,475,0,0,0,0,0,0,0,0,475,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,187,187,189,0,189,49,0,49,19,0,19,31,0,31,0,0,0,0,0,0,475,288,187,SUPPLEMENTAL,06/14/13,6/14/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130287,12087,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,,0,,,,,,0.000,0.000,0,0.000,94742700.000,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,75,26,49,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130320,12122,1541,"BP PIPELINES (ALASKA), INC","PO BOX 196612, 900 EAST BENSON BOULEVARD",ANCHORAGE,AK,99519,,Crude Oil,,ALASKA,10.7,91.1,101.8,0,36296043.6,0,0,0,0.000,1753923361.830,0,0.000,0.000,0,1.1,0,90,0,0,91.1,0,6,0,4.7,0,0,10.7,0,7.1,0,94.7,0,0,101.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,0,43.3,36.1,0,36.1,5.1,0,5.1,0,0,0,0,0,0,84.5,84.5,0,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130319,12121,1541,"BP PIPELINES (ALASKA), INC","PO BOX 196612, 900 EAST BENSON BOULEVARD",ANCHORAGE,AK,99519,,HVL,,ALASKA,,11.2,11.2,,,,,,,,,176686170.000,,0,0,0,11.2,0,0,11.2,0,0,0,0,0,0,0,0,0,0,11.2,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130270,12070,1845,"BUCKEYE PARTNERS, LP","FIVE TEK PARK, 9999 HAMILTON BOULEVARD",BREINIGSVILLE,PA,18031,,HVL,"ILLINOIS, INDIANA",TEXAS,,44.266,44.266,,,,,,,,,1145100090.000,,0,47.899,0,0,0,0,47.899,0,0,0,0,0,0,0,0,47.899,0,0,0,0,47.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.796,0,22.796,0,0,0,5.376,0,5.376,18.446,0,18.446,0,0,0,0,0,0,46.618,46.618,0,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130269,13214,1845,"BUCKEYE PARTNERS, LP","FIVE TEK PARK, 9999 HAMILTON BOULEVARD",BREINIGSVILLE,PA,18031,,Refined and/or Petroleum Product (non-HVL),"CONNECTICUT, FLORIDA, ILLINOIS, INDIANA, IOWA, MAINE, MASSACHUSETTS, MICHIGAN, MISSOURI, NEVADA, NEW JERSEY, NEW YORK, OHIO, PENNSYLVANIA, TENNESSEE","ALABAMA, CALIFORNIA",,3570.717,3570.717,,,,,,,95140819.000,,,59666863503.000,244.813,6115.959,0,0,0,0,6360.772,0,0,0,0,0,0,0,244.813,6115.959,0,0,0,0,6360.772,0,322.01,322.01,0,0,0,0,738.692,738.692,0,1264.803,1264.803,0,1745.213,1745.213,339.888,0,339.888,60.637,0,60.637,98.999,0,98.999,126.041,0,126.041,3.826,0,3.826,0,0,0,4700.109,629.391,4070.718,SUPPLEMENTAL,06/13/13,11/26/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130284,12163,1960,BUTTE PIPELINE CO,455 N. POPLAR ST.,CASPER,WY,82601,,Crude Oil,"MONTANA, WYOMING",,,25,25,,,,,,0.000,15226563317.000,0,0.000,0.000,0,338,0,0,0,0,338,0,0,0,0,0,0,0,0,338,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,151,SUPPLEMENTAL,06/13/13,6/14/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130118,11868,2162,DOW PIPELINE CO - CAYUSE,1000 CO. RD. 340,ANGLETON,TX,77515,,HVL,"LOUISIANA, TEXAS",,,62.41,62.41,,,,,,,,,3725382246.000,,0,248.6,0,0,0,0,248.6,0,0,0,0,0,0,0,0,248.6,0,0,0,0,248.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.6,0,248.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.6,248.6,0,INITIAL,06/03/13,6/3/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130190,11974,2170,CENEX PIPELINE LLC,"803 HWY 212 S, (PO BOX 909)",LAUREL,MT,59044,,Refined and/or Petroleum Product (non-HVL),"MONTANA, NORTH DAKOTA",,,310.7,310.7,,,,,,,,,,3190954033.000,0,681.1,0,0,0,0,681.1,0,0,0,0,0,0,0,0,681.1,0,0,0,0,681.1,0,0,0,0,0,0,0,0,0,0,26.03,26.03,0,188,188,23.1,0,23.1,2.7,0,2.7,295,0,295,101.9,0,101.9,44.37,0,44.37,0,0,0,681.1,467.07,214.03,INITIAL,06/10/13,6/10/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130372,12178,2190,CENTRAL FLORIDA PIPELINE CORP,"1001 LOUISIANA ST., SUITE 1000, SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,0,167.54,167.54,0,0,0,0,0,0.000,0.000,0,0.000,3438979677.000,0,205.57,0,0,0,0,205.57,0,0,0,0,0,0,0,0,205.57,0,0,0,0,205.57,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,5.53,84.74,0,84.74,1.66,0,1.66,112.27,0,112.27,0.67,0,0.67,0,0,0,0,0,0,204.87,199.34,5.53,INITIAL,06/14/13,6/14/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130121,11945,2339,CHEVRON PRODUCTS COMPANY - HAWAII,"91-480 MALAKOLE STREET, PO BOX 29789","KAPOLEI,",HI,96707-1807,,Refined and/or Petroleum Product (non-HVL),,HAWAII,,62.8,62.8,,,,,,,,,,239839898.000,0,62.8,0,0,0,0,62.8,0,0,0,0,0,0,0,0,62.8,0,0,0,0,62.8,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,12.8,0,0,0,0,0,0,30.8,12.8,18,SUPPLEMENTAL,06/03/13,6/6/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130260,12500,2371,"WESTERN REFINING SOUTHWEST, INC","1250 W. WASHINGTON, SUITE 101",TEMPE,AZ,85281,,Crude Oil,NEW MEXICO,NEW MEXICO,0,61,61,,0,,,,,602222729.000,,,,0,175.7,0,0,0,0,175.7,0,0,0,0,0,0,0,0,175.7,0,0,0,0,175.7,0,0,0,0,0,0,0,0,0,0,86,86,0,0,0,46.5,0,46.5,0,0,0,34.7,0,34.7,8.5,0,8.5,0,0,0,0,0,0,175.7,89.7,86,SUPPLEMENTAL,06/13/13,11/12/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130261,12059,2371,"WESTERN REFINING SOUTHWEST, INC","1250 W. WASHINGTON, SUITE 101",TEMPE,AZ,85281,,HVL,,NEW MEXICO,,12,12,,,,,,,,,5025756.000,,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130329,12131,2387,CITGO PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,Crude Oil,"LOUISIANA, TEXAS",,,58.16,58.16,,,,,,,2081139577.000,,,,0,64.326,0,0.371,0,0,64.697,0,0,0,0,0,0,0,0,64.326,0,0.371,0,0,64.697,0,0,0,0,0,0,0,0,0,0,0.141,0.141,0,0,0,0,0.015,0.015,0,0,0,0.174,0,0.174,0.139,0,0.139,0,0,0,0,0,0,0.469,0.313,0.156,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130264,12063,2552,COLONIAL PIPELINE CO,"1185 SANCTUARY PARKWAY, SUITE 100",ALPHARETTA,GA,30009-4765,,Refined and/or Petroleum Product (non-HVL),"ALABAMA, DELAWARE, GEORGIA, LOUISIANA, MARYLAND, MISSISSIPPI, NEW JERSEY, NEW YORK, NORTH CAROLINA, PENNSYLVANIA, SOUTH CAROLINA, TENNESSEE, TEXAS, VIRGINIA, WASHINGTON DC",,,3989.3,3989.3,,,,,,,,,,841805751224.000,82.1,5506.4,0,0,0,0,5588.5,0,0,0,0,0,0,0,82.1,5506.4,0,0,0,0,5588.5,8.2,5.8,14,0,0,0,0,0,0,0,5.4,5.4,318.4,834.9,1153.3,853.4,0,853.4,228.3,0,228.3,109.4,0,109.4,66,0,66,3.6,0,3.6,0,0,0,2433.4,1587.3,846.1,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130300,12101,2564,COLORADO INTERSTATE GAS CO,1001 LOUISIANA ST,HOUSTON,TX,77002,,HVL,WYOMING,,,6.6,6.6,,,,,,,,,409348.000,,0,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,0,6.6,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,6.6,0.1,6.5,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130299,12100,2564,COLORADO INTERSTATE GAS CO,1001 LOUISIANA ST,HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,3.3,3.3,,,,,,,,,,763577.000,0,3.3,0,0,0,0,3.3,0,0,0,0,0,0,0,0,3.3,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,3.3,0,0,0,0,0,0,0,0,0,3.3,3.3,0,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130184,11965,2714,"DOMINION TRANSMISSION, INC","P.O. BOX 2450, 445 WEST MAIN STREET",CLARKSBURG,WV,26301,,HVL,"PENNSYLVANIA, WEST VIRGINIA",WEST VIRGINIA,,76.23,76.23,,,,,,,,,114377485.000,,0,76.23,0,0,0,0,76.23,0,0,0,0,0,0,0,0,76.23,0,0,0,0,76.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPPLEMENTAL,06/10/13,6/10/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130185,11964,2714,"DOMINION TRANSMISSION, INC","P.O. BOX 2450, 445 WEST MAIN STREET",CLARKSBURG,WV,26301,,Refined and/or Petroleum Product (non-HVL),,WEST VIRGINIA,,27.4,27.4,,,,,,,,,,19130427.000,0,27.4,0,0,0,0,27.4,0,0,0,0,0,0,0,0,27.4,0,0,0,0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,0,27.4,0,0,0,0,0,0,0,0,0,27.4,27.4,0,INITIAL,06/10/13,6/10/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130187,11969,2730,CHEVRON PRODUCTS COMPANY,6001 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583,,Refined and/or Petroleum Product (non-HVL),,"HAWAII, OREGON",,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/10/13,6/10/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130198,11983,2731,CHEVRON PIPE LINE CO,"4800 FOURNACE PLACE, RM C388",BELLAIRE,TX,77401-2324,,CO2,"COLORADO, UTAH, WYOMING",,,2.6,2.6,,,,,,286111535.000,,,,,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/10/13,6/10/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2012,20130275,12075,2731,CHEVRON PIPE LINE CO,"4800 FOURNACE PLACE, RM C388",BELLAIRE,TX,77401-2324,,Crude Oil,"COLORADO, LOUISIANA, MISSISSIPPI, UTAH","CALIFORNIA, LOUISIANA",3.5,357.7,361.2,,2655819584,,,,,4863346605.000,,,,0,1271,0,0,0,0,1271,0,143,0,0,0,0,143,0,1414,0,0,0,0,1414,0,68,68,0,0,0,0,128,128,0,333,333,0,223,223,186,0,186,180,0,180,15,0,15,0,0,0,0,0,0,0,0,0,1133,381,752,INITIAL,06/13/13,6/13/13,7000-1.1 (Rev. 06-2011)
