"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/22,2014,20152755,29204,383,AMARILLO NATURAL GAS INC,2915 I-40 WEST,AMARILLO,TX,79109,Natural Gas,,"KANSAS, TEXAS",0,,,,0,,,,0,,,,4239453,,,,,,,,,,,,,No,0,15.9,0,0,0,0,3.396,0,0,19.296,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,0,3.396,0,0,19.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,0,3.396,0,0,19.296,INITIAL,2/25/15,2/25/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20152742,29191,386,HESS CORP,1501 MCKINNEY STREET,HOUSTON,TX,77010,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,3231.8,,,,,,,,,,,,,No,0,6.4,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,6.4,INITIAL,2/25/15,2/25/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153583,30081,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC","1515 Arapahoe Street, TOWER 1, SUITE 1600",Denver,CO,80202,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,29.2,0,37.8,0,0,0,0,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,67,0,67,0,0,0,0,0,0,0,67,INITIAL,3/15/15,3/15/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153554,30185,405,ANR PIPELINE CO,700 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, OHIO, OKLAHOMA, TENNESSEE, TEXAS, WISCONSIN",MICHIGAN,331.435,,,,0,,,,331.435,,,,1630105.683,0,0,0,0,0,154059.524,0,0,0,0,0,,No,0,9379.853,0,0,0,0,0,0,0,9379.853,0,551.768,0,0,0,0,0,0,0,551.768,0,9931.621,0,0,0,0,0,0,0,9931.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9931.621,0,0,0,0,0,0,0,9931.621,SUPPLEMENTAL,3/14/15,3/31/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153248,30300,473,ANADARKO PETROLEUM CORP,"1201 LAKE ROBBINS DR., POB 1330, HOUSTON, 77251-1330",THE WOODLANDS,TX,77380,Natural Gas,WYOMING,"COLORADO, KANSAS, PENNSYLVANIA, TEXAS, UTAH, WYOMING",3.2,,,,0,,,,3.2,,,,95070479,,,,,,,,,,,,,No,15,694.9,0,0,0,0,0,0,0,709.9,0,0,0,0,0,0,0,0,0,0,15,694.9,0,0,0,0,0,0,0,709.9,0,226.89,0,0,0,0,107,0,0,333.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.89,0,0,0,0,107,0,0,333.89,15,921.79,0,0,0,0,107,0,0,1043.79,SUPPLEMENTAL,3/12/15,7/1/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20152636,29078,515,DAKOTA GASIFICATION COMPANY,"GREAT PLAINS SYNFUELS PLANT, 1717 EAST INTERSTATE AVENUE",BISMARCK,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,0,,,,0,,,,0,,,,,,58685.2,,,,,,,,,,,No,0,40.22,0,0.39,0,0,0,0,0,40.61,0,0,0,0,0,0,0,0,0,0,0,40.22,0,0.39,0,0,0,0,0,40.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.22,0,0.39,0,0,0,0,0,40.61,INITIAL,2/16/15,2/16/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153098,29564,570,FERNDALE PIPELINE SYSTEM,150 W. WARRENVILLE RD,NAPERVILLE,IL,60563,Natural Gas,,WASHINGTON,1.9,,,,0,,,,1.9,,,,14927,0,0,0,0,0,,,,,,,,No,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,INITIAL,3/11/15,3/11/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153643,30161,585,ARGYLE MUNICIPAL GAS SYSTEM,PO BOX 288,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,0,,,,0,,,,0,,,,,,,,,,,,,,,,,Yes,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,INITIAL,3/25/15,3/25/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153158,30230,602,"ENABLE GAS TRANSMISSION, LLC",1111 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,91.329,,,,0,,,,91.329,,,,935030899,,,,,,,,,,,,,No,176.339,5732.868,7.37,4.691,0,0,25.059,0,0,5946.327,0,0,0,0,0,0,0,0,0,0,176.339,5732.868,7.37,4.691,0,0,25.059,0,0,5946.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.339,5732.868,7.37,4.691,0,0,25.059,0,0,5946.327,SUPPLEMENTAL,3/11/15,4/10/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153333,29915,603,CENTERPOINT ENERGY RESOURCES CORP.,"1111 LOUISIANA ST., SUITE 2223D",HOUSTON,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",12.75,,,,0,,,,12.75,,,,,,,,,,,,,,,,,Yes,0,118.83,0,0,0,0,0,0,0,118.83,0,0,0,0,0,0,0,0,0,0,0,118.83,0,0,0,0,0,0,0,118.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.83,0,0,0,0,0,0,0,118.83,SUPPLEMENTAL,3/13/15,3/13/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153254,29731,621,ARKANSAS OKLAHOMA GAS CORP,115 NORTH 12TH ST,FORT SMITH,AR,72901,Natural Gas,,"ARKANSAS, OKLAHOMA",5.76,,,,0,,,,5.76,,,,,,,,,,,,,,,,,Yes,19.7,164.42,0,0,0,0,0,0,0,184.12,0,0,0,0,0,0,0,0,0,0,19.7,164.42,0,0,0,0,0,0,0,184.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,164.42,0,0,0,0,0,0,0,184.12,INITIAL,3/12/15,3/12/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153551,30048,630,SOURCEGAS ARKANSAS INC.,"600 12TH STREET, SUITE 300",GOLDEN,CO,80401,Natural Gas,,ARKANSAS,32.45,,,,0,,,,32.45,,,,,,,,,,,,,,,,,Yes,53.75,720.461,41.587,0,0,0,0,0,0,815.798,0,0,0,0,0,0,0,0,0,0,53.75,720.461,41.587,0,0,0,0,0,0,815.798,0,0,0,0,0,0,0,0,0,0,10.692,74.503,0,0,0,0,0,0,0,85.195,0,0,0,0,0,0,0,0,0,0,10.692,74.503,0,0,0,0,0,0,0,85.195,64.442,794.964,41.587,0,0,0,0,0,0,900.993,INITIAL,3/14/15,3/14/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153707,30307,660,"ARLINGTON GAS PIPELINE CO, LP",P.O. BOX 2287,MADISON,MS,39130,Natural Gas,MISSISSIPPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,INITIAL,8/3/15,8/3/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153530,30027,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Landfill Gas,,GEORGIA,6.3,,,,0,,,,6.3,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,6.3,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,6.3,INITIAL,3/14/15,3/14/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153531,38520,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Natural Gas,,GEORGIA,447.7,,,,0,,,,447.7,,,,,,,,,,,,,,,,,Yes,21,1046.6,0,0,0,0,0,0,0,1067.6,0,0,0,0,0,0,0,0,0,0,21,1046.6,0,0,0,0,0,0,0,1067.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1046.6,0,0,0,0,0,0,0,1067.6,SUPPLEMENTAL,3/14/15,2/23/21,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153389,29878,840,MOJAVE PIPELINE OPERATING COMPANY,1001 LOUISIANA ST,HOUSTON,TX,77002,Natural Gas,"ARIZONA, CALIFORNIA",,10.59,,,,0,,,,10.59,,,,619046,,,,,,,,,,,,,No,0,561.54,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.54,0,0,0,0,0,0,0,561.54,INITIAL,3/13/15,3/13/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153596,30094,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,"3535 WEST 12TH STREET, P.O. BOX  3047",HOUSTON,TX,77253,Hydrogen Gas,,"LOUISIANA, TEXAS, WASHINGTON",6.32,,,,0,,,,6.32,,,,,,,,,,,,,,,,,No,0,328.31,0,0,0,0,0,0,0,328.31,0,0,0,0,0,0,0,0,0,0,0,328.31,0,0,0,0,0,0,0,328.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.31,0,0,0,0,0,0,0,328.31,INITIAL,3/16/15,3/16/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153584,30082,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,"3535 WEST 12TH STREET, P.O. BOX  3047",HOUSTON,TX,77253,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,,,,,,,,,,,,,,No,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,INITIAL,3/15/15,3/15/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153588,30086,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,"3535 WEST 12TH STREET, P.O. BOX  3047",HOUSTON,TX,77253,Synthetic Gas,,TEXAS,0,,,,0,,,,0,,,,,,,,,,,,,,,,,No,0,42.58,0,0,0,0,0,0,0,42.58,0,0,0,0,0,0,0,0,0,0,0,42.58,0,0,0,0,0,0,0,42.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.58,0,0,0,0,0,0,0,42.58,INITIAL,3/15/15,3/15/15,7100.2-1 (Rev. 10-2014)
